"branch_id","plant_id","plant_num","orientation","farmer","plot_id","plot_type","fert_trt","shd_trt","per_thin","n1i_tot_len","n1i_new_len","n1i_diam","n1i_tot_nod","n1i_new_nod","n1i_frtd_nod","n1i_frt","n1i_tot_lvs","n1i_sick_lvs","n1i_sick_type","n1i_pot_nod","n1i_frt_pot_nod","potnod_v_frtnod","n1i_ffnod","n1h_tot_len","n1h_new_len","n1h_diam","n1h_tot_nod","n1h_new_nod","n1h_frtd_nod","n1h_frt","n1h_tot_lvs","n1h_sick_lvs","n1h_sick_type","n1_anth","n1_lat","n1_dens","plot_thin"
"1847","198","22","E","Oscar","X9","hshd","h","shd","0",40,14,5,14,7,7,85,15,0,"na",7,12.14285714,0,12.14285714,50,24,5,17,10,7,77,11,6,"or","n",1,96,"0 hshd"
"1848","198","22","W","Oscar","X9","hshd","h","shd","0",39,7,5,14,5,9,87,7,0,"na",9,9.666666667,0,9.666666667,42,13,5.5,16,7,8,74,10,5,"r","n",1,129.5,"0 hshd"
"1849","199","23","N","Oscar","X10","lshd","l","shd","66",25.5,7.5,3,12,6,6,55,7,1,"u",6,9.166666667,0,9.166666667,29,11.5,4,15,9,6,38,5,1,"o","n",0,151,"66 lshd"
"1850","199","23","S","Oscar","X10","lshd","l","shd","66",24,9.5,4,12,6,6,62,15,1,"u",6,10.33333333,0,10.33333333,30,17,5,15,10,5,45,12,NA,"na","n",0,64,"66 lshd"
"1851","199","23","E","Oscar","X10","lshd","l","shd","66",22,7.5,5.5,11,5,6,37,12,1,"u",6,6.166666667,0,6.166666667,28,14,5,14,8,6,26,5,2,"o","y",0,143,"66 lshd"
"1852","199","23","W","Oscar","X10","lshd","l","shd","66",28,7.5,4,13,6,7,33,10,0,"na",7,4.714285714,0,4.714285714,31,13.5,4,17,10,5,20,10,3,"or","n",0,64,"66 lshd"
"1853","200","24","N","Oscar","X10","lshd","l","shd","0",36,8,5,16,6,9,89,8,0,"na",10,8.9,1,9.888888889,39,11,5.5,18,9,8,63,2,0,"na","n",0,176.5,"0 lshd"
"1854","200","24","S","Oscar","X10","lshd","l","shd","0",28,8.5,3,11,5,6,52,11,0,"na",6,8.666666667,0,8.666666667,30,13,4,13,7,6,37,11,2,"or","n",0,94,"0 lshd"
"1855","200","24","E","Oscar","X10","lshd","l","shd","0",30,6,4,12,5,7,88,5,0,"na",7,12.57142857,0,12.57142857,30,7,5,13,6,7,49,0,0,"na","n",0,120,"0 lshd"
"1856","200","24","W","Oscar","X10","lshd","l","shd","0",32,9,5,12,5,7,64,8,0,"na",7,9.142857143,0,9.142857143,36,15,4.5,17,10,6,6,4,0,"na","n",2,138,"0 lshd"
"1857","201","25","N","Oscar","X10","lshd","l","shd","0",16,9,3,8,6,2,8,8,1,"u",2,4,0,4,15.5,0,3,9,0,0,0,0,0,"na","y",0,144,"0 lshd"
"1858","201","25","S","Oscar","X10","lshd","l","shd","0",38,8.5,4.5,17,5,12,113,10,0,"na",12,9.416666667,0,9.416666667,43.5,14,5,20,10,10,86,7,5,"or","n",0,73,"0 lshd"
"1859","201","25","E","Oscar","X10","lshd","l","shd","0",27.5,7,4.5,14,6,8,76,9,1,"u",8,9.5,0,9.5,31,13,4,18,10,8,62,1,NA,"na","n",0,144.5,"0 lshd"
"1860","201","25","W","Oscar","X10","lshd","l","shd","0",33,9,4,15,6,9,72,9,0,"na",9,8,0,8,35,13.5,4,19,10,8,50,2,1,"r","n",0,61,"0 lshd"
"1861","202","26","N","Oscar","X10","lshd","l","shd","33",28,5,4,13,5,8,50,4,0,"na",8,6.25,0,6.25,30.5,11,4,14,7,7,34,0,0,"na","n",0,61,"33 lshd"
"1862","202","26","S","Oscar","X10","lshd","l","shd","33",39,8,5.5,19,6,10,95,11,2,"u",13,7.307692308,3,9.5,44,16,5.5,20,11,7,57,6,3,"or","n",0,157,"33 lshd"
"1863","202","26","E","Oscar","X10","lshd","l","shd","33",31,6.5,5,14,4,10,100,9,0,"na",10,10,0,10,36,9,4.5,17,6,11,65,0,0,"na","y",0,55,"33 lshd"
"1864","202","26","W","Oscar","X10","lshd","l","shd","33",30,4.5,4,15,4,7,66,5,2,"u",11,6,4,9.428571429,30,6.5,5,16,7,6,46,0,0,"na","y",0,140,"33 lshd"
"1865","203","27","N","Oscar","X10","lshd","l","shd","66",31,7,4,12,5,6,47,7,1,"u",7,6.714285714,1,7.833333333,29,14,4.5,10,6,4,22,0,0,"na","n",0,55,"66 lshd"
"1866","203","27","S","Oscar","X10","lshd","l","shd","66",25.5,6.5,4,10,4,5,28,8,0,"na",6,4.666666667,1,5.6,38,10,4,12,6,5,15,2,2,"or","n",0,170.5,"66 lshd"
"1867","203","27","E","Oscar","X10","lshd","l","shd","66",34,9,4.5,14,6,8,70,10,1,"u",8,8.75,0,8.75,36,10.5,5,15,7,8,40,0,0,"na","n",0,74,"66 lshd"
"1868","203","27","W","Oscar","X10","lshd","l","shd","66",37,6,4.5,13,4,9,79,7,0,"na",9,8.777777778,0,8.777777778,39,8.5,5,15,6,9,41,2,1,"u","n",0,163,"66 lshd"
"1869","204","28","N","Oscar","X10","lshd","l","shd","33",31,5.5,5,15,5,9,80,7,1,"u",10,8,1,8.888888889,40,12,5,20,9,6,40,7,2,"o","n",0,168,"33 lshd"
"1870","204","28","S","Oscar","X10","lshd","l","shd","33",31,6,5,15,5,8,56,9,1,"u",10,5.6,2,7,30.5,1.5,4.5,11,1,8,27,0,0,"na","y",0,71,"33 lshd"
"1871","204","28","E","Oscar","X10","lshd","l","shd","33",25,6,4,12,4,7,33,7,2,"u",8,4.125,1,4.714285714,25,8.5,4,11,5,4,13,0,0,"na","y",0,148.5,"33 lshd"
"1872","204","28","W","Oscar","X10","lshd","l","shd","33",34,5.5,4,13,5,7,77,8,0,"na",8,9.625,1,11,37.5,15.5,5,19,11,7,48,8,0,"na","n",0,76.5,"33 lshd"
"1873","205","29","N","Oscar","X10","lshd","l","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lshd"
"1874","205","29","S","Oscar","X10","lshd","l","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lshd"
"1875","205","29","E","Oscar","X10","lshd","l","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lshd"
"1876","205","29","W","Oscar","X10","lshd","l","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lshd"
"1877","206","30","N","Oscar","X10","lshd","l","shd","0",41,9.5,5,16,6,10,112,13,2,"u",10,11.2,0,11.2,51,20.5,5,20,10,10,81,5,3,"o","n",2,162,"0 lshd"
"1878","206","30","S","Oscar","X10","lshd","l","shd","0",28,6,4,12,4,8,52,7,1,"u",8,6.5,0,6.5,30,10,5,14,7,6,29,0,0,"na","y",0,132,"0 lshd"
"1879","206","30","E","Oscar","X10","lshd","l","shd","0",34,5,4,15,4,8,43,8,1,"o",11,3.909090909,3,5.375,38,9,5,18,7,5,7,1,1,"or","n",0,150,"0 lshd"
"1880","206","30","W","Oscar","X10","lshd","l","shd","0",15,5,3,8,3,3,18,5,0,"na",5,3.6,2,6,15,5.5,4,8,3,2,12,1,1,"r","y",0,98,"0 lshd"
"1881","207","31","N","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1882","207","31","S","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1883","207","31","E","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1884","207","31","W","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1885","208","32","N","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1886","208","32","S","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1887","208","32","E","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1888","208","32","W","Oscar","X10","lshd","l","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lshd"
"1889","209","33","N","Oscar","X10","lshd","l","shd","33",32,7,3,12,4,5,18,9,1,"u",8,2.25,3,3.6,36,12,4,15,7,5,12,5,3,"o","n",0,187,"33 lshd"
"1890","209","33","S","Oscar","X10","lshd","l","shd","33",29,6,4,12,4,8,51,5,0,"na",8,6.375,0,6.375,28,5.5,4.5,10,2,6,21,0,0,"na","y",0,45,"33 lshd"
"1891","209","33","E","Oscar","X10","lshd","l","shd","33",35.5,9,4,13,5,8,50,6,0,"na",8,6.25,0,6.25,45,18.5,5,19,11,8,40,9,2,"r","n",1,118,"33 lshd"
"1892","209","33","W","Oscar","X10","lshd","l","shd","33",29,10,5,12,5,6,13,14,1,"u",7,1.857142857,1,2.166666667,35,15.5,4,15,7,5,7,6,2,"r","n",0,86.5,"33 lshd"
"1893","210","34","N","Oscar","X10","lshd","l","shd","66",55,23,4,17,9,8,71,11,0,"na",8,8.875,0,8.875,63.5,36.5,5,22,14,8,41,5,4,"or","n",1,45,"66 lshd"
"1894","210","34","S","Oscar","X10","lshd","l","shd","66",54,13,5.5,17,6,11,82,13,3,"u",11,7.454545455,0,7.454545455,72.5,28,6,22,12,10,38,6,3,"or","n",3,174.5,"66 lshd"
"1895","210","34","E","Oscar","X10","lshd","l","shd","66",45,11,4.5,13,5,8,34,14,0,"na",8,4.25,0,4.25,45,12.5,5,14,5,8,20,0,0,"na","y",0,67,"66 lshd"
"1896","210","34","W","Oscar","X10","lshd","l","shd","66",59,15,6,18,6,10,70,13,3,"ou",12,5.833333333,2,7,75,31,7,25,13,9,31,11,3,"o","n",4,137,"66 lshd"
"1897","211","35","N","Oscar","X10","lshd","l","shd","66",31,4.5,5,10,2,8,98,8,0,"na",8,12.25,0,12.25,32,7.5,5,12,5,7,52,4,1,"o","n",1,149.5,"66 lshd"
"1898","211","35","S","Oscar","X10","lshd","l","shd","66",36,8,4,13,4,9,86,12,0,"na",9,9.555555556,0,9.555555556,38.5,10,4,15,6,9,53,4,3,"oru","n",0,96,"66 lshd"
"1899","211","35","E","Oscar","X10","lshd","l","shd","66",34,6,5,14,4,10,106,12,1,"u",10,10.6,0,10.6,37.5,9.5,5,17,7,10,57,4,4,"ou","n",0,138,"66 lshd"
"1900","211","35","W","Oscar","X10","lshd","l","shd","66",39,10,3.5,18,5,5,43,12,0,"na",13,3.307692308,8,8.6,40,11,4,13,5,5,24,3,3,"or","y",0,61,"66 lshd"
"1901","212","36","N","Oscar","X10","lshd","l","shd","0",25,5,3,8,3,4,9,8,0,"na",5,1.8,1,2.25,31,11.5,3.5,11,5,4,9,10,3,"ou","n",1,134.5,"0 lshd"
"1902","212","36","S","Oscar","X10","lshd","l","shd","0",34,5,4,12,4,8,94,9,0,"na",8,11.75,0,11.75,34,7.5,4,13,4,9,63,9,4,"ou","n",0,93,"0 lshd"
"1903","212","36","E","Oscar","X10","lshd","l","shd","0",32,14,4,11,6,5,50,15,0,"na",5,10,0,10,47,29,4,16,11,5,29,13,5,"or","n",0,180,"0 lshd"
"1904","212","36","W","Oscar","X10","lshd","l","shd","0",36,15,3,12,7,5,22,14,1,"u",5,4.4,0,4.4,51,30.5,4.5,17,12,3,13,15,7,"ou","n",0,87.5,"0 lshd"
"1905","213","37","N","Oscar","X10","lshd","l","shd","33",31,7.5,4,13,5,8,59,9,0,"na",8,7.375,0,7.375,32,8.5,5,14,6,8,51,1,1,"o","n",0,119,"33 lshd"
"1906","213","37","S","Oscar","X10","lshd","l","shd","33",34,6.5,5,13,4,9,89,8,0,"na",9,9.888888889,0,9.888888889,38,11,4.5,16,7,9,79,8,3,"u","n",0,145,"33 lshd"
"1907","213","37","E","Oscar","X10","lshd","l","shd","33",24,4.5,4,13,4,8,59,8,1,"u",9,6.555555556,1,7.375,24,6.5,4.5,12,5,7,37,3,1,"r","n",0,121,"33 lshd"
"1908","213","37","W","Oscar","X10","lshd","l","shd","33",25,6.5,4,11,5,6,16,4,1,"u",6,2.666666667,0,2.666666667,24,12,3.5,11,5,5,9,0,0,"na","n",0,96.5,"33 lshd"
"1909","214","38","N","Oscar","X10","lshd","l","shd","66",27,6,3,12,5,7,21,9,2,"u",7,3,0,3,31,18.5,4,15,10,5,12,0,0,"na","y",0,150,"66 lshd"
"1910","214","38","S","Oscar","X10","lshd","l","shd","66",37,7,4,14,4,10,90,13,1,"o ",10,9,0,9,54.5,29,5,22,13,9,45,19,7,"ou","n",1,108,"66 lshd"
"1911","214","38","E","Oscar","X10","lshd","l","shd","66",39,4.5,4.5,14,4,10,100,14,3,"u ",10,10,0,10,53.5,24,5.5,22,12,10,53,17,3,"ou","n",1,101,"66 lshd"
"1912","214","38","W","Oscar","X10","lshd","l","shd","66",25.5,9,4,10,6,4,44,16,3,"u",4,11,0,11,40,26.5,5,17,13,4,32,11,6,"oru","n",0,108.5,"66 lshd"
"1913","215","39","N","Oscar","X10","lshd","l","shd","0",33,7,4,13,5,6,14,7,3,"u",8,1.75,2,2.333333333,38,21.5,5,18,13,4,7,1,0,"na","n",4,70,"0 lshd"
"1914","215","39","S","Oscar","X10","lshd","l","shd","0",17,4.5,3.5,7,3,4,30,10,0,"na",4,7.5,0,7.5,18.5,8,5,8,4,4,16,8,5,"or","n",0,135,"0 lshd"
"1915","215","39","E","Oscar","X10","lshd","l","shd","0",28.5,5.5,4,12,4,4,22,6,0,"na",8,2.75,4,5.5,34,11,5,16,8,3,9,3,0,"na","n",0,150,"0 lshd"
"1916","215","39","W","Oscar","X10","lshd","l","shd","0",33.5,5.5,3.5,11,3,6,19,9,0,"na",8,2.375,2,3.166666667,41.5,16,4.5,18,10,2,2,7,1,"o","n",0,52,"0 lshd"
"1917","216","40","N","Oscar","X10","lshd","l","shd","66",16,5,3,9,4,3,18,6,0,"na",5,3.6,2,6,16,9.5,3,11,7,1,3,0,0,"na","y",0,100,"66 lshd"
"1918","216","40","S","Oscar","X10","lshd","l","shd","66",30,8,3.5,13,4,8,46,13,4,"u",9,5.111111111,1,5.75,34.5,14,4.5,16,8,7,37,4,3,"o","n",0,185,"66 lshd"
"1919","216","40","E","Oscar","X10","lshd","l","shd","66",25,6,3.5,12,5,5,34,4,0,"na",7,4.857142857,2,6.8,35,15,4,16,9,5,26,6,1,"o","n",0,106,"66 lshd"
"1920","216","40","W","Oscar","X10","lshd","l","shd","66",25,8,4.5,11,5,4,34,4,0,"na",6,5.666666667,2,8.5,24,9,4,10,4,5,29,0,0,"na","y",1,192,"66 lshd"
"1921","217","41","N","Oscar","X10","lshd","l","shd","0",23,7.5,4,10,4,5,29,10,0,"na",6,4.833333333,1,5.8,41,29,5.5,18,13,5,19,10,5,"or","n",2,155,"0 lshd"
"1922","217","41","S","Oscar","X10","lshd","l","shd","0",21.5,7.5,4,11,5,5,28,15,0,"na",6,4.666666667,1,5.6,34,20,4,16,10,4,16,12,0,"na","n",0,98,"0 lshd"
"1923","217","41","E","Oscar","X10","lshd","l","shd","0",23,8.5,4,11,5,3,4,12,0,"na",6,0.666666667,3,1.333333333,40,27,5,18,12,3,4,21,6,"o","n",0,108,"0 lshd"
"1924","217","41","W","Oscar","X10","lshd","l","shd","0",26,8.5,4,12,5,7,36,16,1,"u",7,5.142857143,0,5.142857143,39,22.5,4,18,11,7,28,12,4,"or","n",0,190,"0 lshd"
"1925","218","42","N","Oscar","X10","lshd","l","shd","0",35,6,5,12,4,8,93,10,1,"u",8,11.625,0,11.625,40.5,12,6,18,8,9,62,4,3,"o","y",1,84,"0 lshd"
"1926","218","42","S","Oscar","X10","lshd","l","shd","0",21,11,4,13,6,7,54,14,0,"na",7,7.714285714,0,7.714285714,43.5,25,5,19,12,7,36,15,6,"o","n",3,184,"0 lshd"
"1927","218","42","E","Oscar","X10","lshd","l","shd","0",35,8.5,4,11,5,6,66,11,2,"u",6,11,0,11,51,28,5,17,11,6,37,13,6,"o","n",3,142,"0 lshd"
"1928","218","42","W","Oscar","X10","lshd","l","shd","0",35,8,4,14,4,10,103,11,2,"u",10,10.3,0,10.3,42,13,5,18,8,10,72,12,5,"o","n",0,89.5,"0 lshd"
"1929","219","43","N","Oscar","X10","lshd","l","shd","33",25,4.5,4,11,4,7,72,10,0,"na",7,10.28571429,0,10.28571429,30,10,5.5,13,6,7,55,10,3,"or","n",0,110,"33 lshd"
"1930","219","43","S","Oscar","X10","lshd","l","shd","33",38,7,4,15,5,10,62,12,0,"na",10,6.2,0,6.2,43,15,5,18,8,10,52,8,1,"o","n",1,121,"33 lshd"
"1931","219","43","E","Oscar","X10","lshd","l","shd","33",30,5,4,12,4,8,58,9,0,"na",8,7.25,0,7.25,37,15,5,16,8,8,51,11,2,"r","n",0,89,"33 lshd"
"1932","219","43","W","Oscar","X10","lshd","l","shd","33",37,7,3,14,5,9,32,13,0,"na",9,3.555555556,0,3.555555556,42,12,4,16,7,9,22,14,2,"r","n",0,185,"33 lshd"
"1933","220","44","N","Oscar","X10","lshd","l","shd","0",22,5,4,13,6,6,80,8,0,"na",7,11.42857143,1,13.33333333,24.5,6,4,13,6,6,50,5,1,"o","n",0,94,"0 lshd"
"1934","220","44","S","Oscar","X10","lshd","l","shd","0",34,9,5,14,6,8,94,10,1,"u",8,11.75,0,11.75,34,10,5,14,6,8,57,0,0,"na","y",0,123,"0 lshd"
"1935","220","44","E","Oscar","X10","lshd","l","shd","0",26,7,4,13,5,7,50,9,1,"u",8,6.25,1,7.142857143,30.5,10,4,15,7,7,27,9,4,"o","n",0,91,"0 lshd"
"1936","220","44","W","Oscar","X10","lshd","l","shd","0",34,8.5,5,13,5,7,88,12,0,"na",8,11,1,12.57142857,39,12,4,16,8,7,58,11,5,"or","n",0,128,"0 lshd"
"1937","221","45","N","Oscar","X11","hsun","h","sun","66",27,5,4,13,5,8,98,9,0,"na",8,12.25,0,12.25,25.5,8,4.5,12,6,6,50,0,0,"na","y",0,135,"66 hsun"
"1938","221","45","S","Oscar","X11","hsun","h","sun","66",31.5,5.5,4,15,5,10,107,8,1,"u",10,10.7,0,10.7,29,5,5.5,14,4,10,42,0,0,"na","y",0,102,"66 hsun"
"1939","221","45","E","Oscar","X11","hsun","h","sun","66",34.5,5.5,4.5,15,5,10,145,9,1,"u",10,14.5,0,14.5,32,9,5,13,5,8,87,0,0,"na","y",0,118,"66 hsun"
"1940","221","45","W","Oscar","X11","hsun","h","sun","66",33,7,5,15,5,10,111,9,2,"u",10,11.1,0,11.1,30,5.5,5,13,3,10,51,0,0,"na","y",0,121,"66 hsun"
"1941","222","46","N","Oscar","X11","hsun","h","sun","0",38.5,7,5,16,5,10,68,13,0,"na",11,6.181818182,1,6.8,40,12,4.5,20,9,8,40,4,3,"u","n",0,121,"0 hsun"
"1942","222","46","S","Oscar","X11","hsun","h","sun","0",44,5.5,4.5,17,4,13,127,10,2,"u",13,9.769230769,0,9.769230769,44,12.5,5,18,8,10,29,0,0,"na","y",0,162,"0 hsun"
"1943","222","46","E","Oscar","X11","hsun","h","sun","0",35,10.5,5,14,6,8,120,10,0,"na",8,15,0,15,40.5,16.5,4.5,17,9,8,92,12,1,"o","n",0,112,"0 hsun"
"1944","222","46","W","Oscar","X11","hsun","h","sun","0",40.5,6,4.5,16,4,12,90,11,2,"u",12,7.5,0,7.5,40.5,6.5,5,17,12,5,57,3,0,"na","n",0,136,"0 hsun"
"1945","223","47","N","Oscar","X11","hsun","h","sun","66",30,5,4.5,15,5,10,119,15,2,"u",10,11.9,0,11.9,33,9,4.5,18,8,10,83,7,3,"u","n",0,142,"66 hsun"
"1946","223","47","S","Oscar","X11","hsun","h","sun","66",39,7,5,17,5,12,197,15,2,"u",12,16.41666667,0,16.41666667,45,11.5,5.5,21,10,11,127,10,0,"na","n",0,62,"66 hsun"
"1947","223","47","E","Oscar","X11","hsun","h","sun","66",36.5,6.5,5,18,5,13,181,15,3,"ou",13,13.92307692,0,13.92307692,38,9,5,18,6,12,112,0,0,"na","n",0,79,"66 hsun"
"1948","223","47","W","Oscar","X11","hsun","h","sun","66",36,8,6,18,6,12,172,14,2,"u",12,14.33333333,0,14.33333333,37.5,9,5,19,8,11,112,7,6,"ou","n",0,139,"66 hsun"
"1949","224","48","N","Oscar","X11","hsun","h","sun","0",43,9,5,15,5,10,98,13,1,"o ",10,9.8,0,9.8,52.5,19,5.5,20,10,10,91,13,2,"o","n",0,141,"0 hsun"
"1950","224","48","S","Oscar","X11","hsun","h","sun","0",38.5,9,5,14,5,9,140,16,1,"u",9,15.55555556,0,15.55555556,45.5,17,5.5,18,9,9,87,7,2,"o","n",0,131,"0 hsun"
"1951","224","48","E","Oscar","X11","hsun","h","sun","0",36.5,9,5,13,4,9,128,14,0,"na",9,14.22222222,0,14.22222222,38,11.5,5,15,6,9,84,3,0,"na","n",0,75.5,"0 hsun"
"1952","224","48","W","Oscar","X11","hsun","h","sun","0",42,10.5,5,15,6,9,127,14,0,"na",9,14.11111111,0,14.11111111,46.5,14,5,18,9,9,80,11,8,"ou","n",0,111,"0 hsun"
"1953","225","49","N","Oscar","X11","hsun","h","sun","66",40.5,10,4.5,15,7,8,41,7,0,"na",8,5.125,0,5.125,42.5,13,4.5,18,10,7,28,3,0,"na","n",0,148,"66 hsun"
"1954","225","49","S","Oscar","X11","hsun","h","sun","66",26,7.5,4,11,5,6,13,10,0,"na",6,2.166666667,0,2.166666667,32,14,4,15,9,5,10,4,0,"na","n",0,108,"66 hsun"
"1955","225","49","E","Oscar","X11","hsun","h","sun","66",30.5,10,3.5,12,7,5,14,10,0,"na",5,2.8,0,2.8,52,31,4,20,15,3,5,17,0,"na","n",7,109,"66 hsun"
"1956","225","49","W","Oscar","X11","hsun","h","sun","66",25.5,10,4,11,6,5,15,12,0,"na",5,3,0,3,38,22,4.5,19,11,4,7,6,2,"or","n",0,147,"66 hsun"
"1957","226","50","N","Oscar","X11","hsun","h","sun","66",37.5,7.5,5,19,6,12,19,10,1,"u",13,1.461538462,1,1.583333333,41,13,4.5,22,9,10,20,0,0,"na","n",4,208,"66 hsun"
"1958","226","50","S","Oscar","X11","hsun","h","sun","66",26.5,11,4,14,7,6,44,13,0,"na",7,6.285714286,1,7.333333333,44,28.5,5,20,15,5,48,14,2,"o","n",0,88,"66 hsun"
"1959","226","50","E","Oscar","X11","hsun","h","sun","66",28,7.5,4.5,13,4,9,49,7,1,"u",9,5.444444444,0,5.444444444,41,22.5,5,21,14,7,42,10,2,"o","n",0,192,"66 hsun"
"1960","226","50","W","Oscar","X11","hsun","h","sun","66",25.5,8.5,4,12,6,6,21,9,1,"u",6,3.5,0,3.5,27,10,4,13,7,6,15,3,1,"o","n",0,97,"66 hsun"
"1961","227","51","N","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1962","227","51","S","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1963","227","51","E","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1964","227","51","W","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1965","228","52","N","Oscar","X11","hsun","h","sun","33",40.5,5.5,5,17,6,9,77,11,0,"na",11,7,2,8.555555556,48,23.5,6,21,13,7,43,3,1,"o","y",0,191,"33 hsun"
"1966","228","52","S","Oscar","X11","hsun","h","sun","33",36,10.5,5,16,7,9,56,14,3,"u",9,6.222222222,0,6.222222222,45,26,4,22,15,5,12,11,3,"o","n",0,110.5,"33 hsun"
"1967","228","52","E","Oscar","X11","hsun","h","sun","33",29,8.5,3.5,14,6,6,15,11,1,"u",8,1.875,2,2.5,52,33.5,6,23,16,6,55,17,4,"o","n",4,115,"33 hsun"
"1968","228","52","W","Oscar","X11","hsun","h","sun","33",34,11.5,4.5,16,7,7,24,13,4,"ou",9,2.666666667,2,3.428571429,49,28,5,23,14,5,17,13,5,"o","n",1,110,"33 hsun"
"1969","229","53","N","Oscar","X11","hsun","h","sun","0",19,9,4,12,7,5,35,9,0,"na",5,7,0,7,27,16,4.5,15,10,5,28,15,2,"or","n",0,119,"0 hsun"
"1970","229","53","S","Oscar","X11","hsun","h","sun","0",35.5,7,4.5,19,5,9,77,10,0,"na",14,5.5,5,8.555555556,41.5,13.5,4,19,10,9,61,14,6,"o","n",0,151.5,"0 hsun"
"1971","229","53","E","Oscar","X11","hsun","h","sun","0",23,4,4.5,13,3,10,116,7,1,"u",10,11.6,0,11.6,27,6.5,5,16,6,10,61,1,0,"na","n",0,102.5,"0 hsun"
"1972","229","53","W","Oscar","X11","hsun","h","sun","0",35,9,4,16,6,10,76,14,0,"na",10,7.6,0,7.6,37,11,5,17,7,10,58,9,6,"o","n",0,157,"0 hsun"
"1973","230","54","N","Oscar","X11","hsun","h","sun","33",38,8.5,5.5,16,5,11,104,15,0,"na",11,9.454545455,0,9.454545455,43,10,5,19,8,11,73,3,0,"na","n",0,171,"33 hsun"
"1974","230","54","S","Oscar","X11","hsun","h","sun","33",43,10,5,15,5,10,85,17,0,"na",10,8.5,0,8.5,49.5,17,5,18,8,10,60,14,8,"or","n",0,60,"33 hsun"
"1975","230","54","E","Oscar","X11","hsun","h","sun","33",34,9.5,4.5,20,8,12,117,12,0,"na",12,9.75,0,9.75,35,11,5.5,13,5,8,58,4,2,"r","n",0,80,"33 hsun"
"1976","230","54","W","Oscar","X11","hsun","h","sun","33",43,11.5,4.5,15,6,9,127,12,2,"u",9,14.11111111,0,14.11111111,49,18,5,19,10,9,86,10,5,"or","n",0,114,"33 hsun"
"1977","231","55","N","Oscar","X11","hsun","h","sun","33",22.5,3.5,4,13,4,9,55,8,0,"na",9,6.111111111,0,6.111111111,22,6,4,13,6,4,25,0,0,"na","y",0,132,"33 hsun"
