branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1h_len,e1h_tot_nod,e1h_frt_nod,e1h_tot_fruit,e1h_tot_lvs,e2f_len,e2f_tot_nod,e2f_flor_nod,e2f_buds,e2f_lvs,e2i_len,e2i_tot_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2h_len,e2h_tot_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs
807,202,26,E,Oscar,X10,lshd,l,shd,33,28.5,13,8,49,40,10,32,17,5,20,14,33,17,9,68,3,35,21,10,52,8,36,19,7,25,2
808,202,26,W,Oscar,X10,lshd,l,shd,33,16,9,2,9,9,14,24,11,2,5,3,26,12,9,22,4,28,9,3,9,1,31,19,3,5,4
809,203,27,N,Oscar,X10,lshd,l,shd,66,23,10,5,64,24,12,17,6,2,9,0,NA,NA,NA,NA,NA,17,7,2,10,0,16,7,1,2,0
810,203,27,S,Oscar,X10,lshd,l,shd,66,20,9,5,22,11,10,32,15,2,5,12,33,15,10,114,6,35,22,8,74,7,35,18,7,32,0
811,203,27,E,Oscar,X10,lshd,l,shd,66,28.5,13,9,24,6,9,42,16,2,2,12,42,17,10,102,6,42,19,9,79,4,42,18,9,43,0
812,203,27,W,Oscar,X10,lshd,l,shd,66,37,14,9,81,28,18,37.5,14,3,14,1,37,14,1,2,0,36,14,0,0,0,na,na,na,na,na
813,204,28,N,Oscar,X10,lshd,l,shd,33,20,10,5,42,39,14,21,10,3,15,2,21.5,10,0,0,0,20,10,0,0,0,na,na,na,na,na
814,204,28,S,Oscar,X10,lshd,l,shd,33,15,7,1,13,13,12,19.5,8,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
815,204,28,E,Oscar,X10,lshd,l,shd,33,25,13,8,36,25,7,30,16,4,11,5,29,17,6,13,2,33,20,2,3,8,44,26,1,1,10
816,204,28,W,Oscar,X10,lshd,l,shd,33,15.5,8,3,25,17,13,20,10,2,10,4,20,10,6,44,0,19,9,4,21,0,18.5,10,3,8,0
817,205,29,N,Oscar,X10,lshd,l,shd,33,30,16,12,60,49,13,34,18,6,24,4,32.5,16,0,0,3,NA,NA,NA,NA,NA,na,na,na,na,na
818,205,29,S,Oscar,X10,lshd,l,shd,33,27.5,14,8,89,68,14,29.5,14,6,42,2,29,13,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
819,205,29,E,Oscar,X10,lshd,l,shd,33,28.5,15,10,105,74,11,33,16,6,64,6,32.5,17,0,0,4,NA,NA,NA,NA,NA,na,na,na,na,na
820,205,29,W,Oscar,X10,lshd,l,shd,33,24,12,7,67,50,12,25,10,4,33,1,22,11,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
821,206,30,N,Oscar,X10,lshd,l,shd,0,35,14,8,NA,43,13,49.5,18,4,16,6,50,19,11,126,2,51,20,9,79,5,54,19,9,34,0
822,206,30,S,Oscar,X10,lshd,l,shd,0,39,15,10,NA,85,11,48,17,9,43,0,45,16,0,0,0,44.5,16,0,0,0,na,na,na,na,na
823,206,30,E,Oscar,X10,lshd,l,shd,0,49,18,14,NA,65,9,45,20,3,4,4,45.5,18,1,1,0,45,16,0,0,0,44.5,16,0,0,0
824,206,30,W,Oscar,X10,lshd,l,shd,0,36,15,11,NA,55,12,43,18,4,6,3,44,19,6,22,0,46,20,6,13,7,55,26,4,6,6
825,207,31,N,Oscar,X10,lshd,l,shd,0,29,14,9,NA,44,9,35,15,7,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
826,207,31,S,Oscar,X10,lshd,l,shd,0,35.5,14,9,NA,129,20,41,17,9,79,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
827,207,31,E,Oscar,X10,lshd,l,shd,0,31,13,8,NA,100,13,34.5,15,8,51,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
828,207,31,W,Oscar,X10,lshd,l,shd,0,30.5,12,7,NA,97,17,37.5,15,7,78,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
829,208,32,N,Oscar,X10,lshd,l,shd,0,29,12,8,NA,92,11,38,15,8,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
830,208,32,S,Oscar,X10,lshd,l,shd,0,26.5,11,6,NA,92,11,40,15,6,42,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
831,208,32,E,Oscar,X10,lshd,l,shd,0,46.5,13,9,NA,89,12,40,15,9,43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
832,208,32,W,Oscar,X10,lshd,l,shd,0,12,6,5,NA,17,4,16,9,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
833,209,33,N,Oscar,X10,lshd,l,shd,33,32,10,5,42,30,15,31.5,15,5,39,10,45,14,3,6,3,49,17,3,5,6,58,21,3,5,5
834,209,33,S,Oscar,X10,lshd,l,shd,33,27,10,5,52,42,11,30,10,4,26,8,29,10,0,0,6,33,12,0,0,1,na,na,na,na,na
835,209,33,E,Oscar,X10,lshd,l,shd,33,18,4,3,14,7,10,17,6,3,5,9,19,6,0,0,5,23,4,1,1,9,22,9,0,0,6
836,209,33,W,Oscar,X10,lshd,l,shd,33,28,9,5,38,31,10,26.5,9,4,21,7,28.5,9,0,0,5,29,11,0,0,6,30,11,0,0,3
837,210,34,N,Oscar,X10,lshd,l,shd,66,36.5,11,7,62,26,15,50.5,17,3,13,12,51,17,12,76,6,58,22,9,50,9,57,20,8,37,0
838,210,34,S,Oscar,X10,lshd,l,shd,66,23,8,4,29,17,10,24.5,11,4,10,8,27,10,6,46,3,28,15,5,24,9,32,14,4,15,0
839,210,34,E,Oscar,X10,lshd,l,shd,66,28,9,4,15,6,14,33,11,0,0,3,39,13,5,8,4,42.5,16,1,3,10,58,21,0,0,5
840,210,34,W,Oscar,X10,lshd,l,shd,66,45,14,9,75,29,20,63,19,2,11,10,64,18,12,125,5,71,25,12,86,11,66.5,21,12,47,0
841,211,35,N,Oscar,X10,lshd,l,shd,66,34,15,7,54,24,12,36.5,18,3,12,7,47,18,11,94,2,46,16,5,33,0,44,17,5,25,0
842,211,35,S,Oscar,X10,lshd,l,shd,66,36,14,7,21,8,15,42,18,2,2,7,43,19,12,55,2,43,21,8,25,8,43.5,19,6,16,2
843,211,35,E,Oscar,X10,lshd,l,shd,66,37,15,10,39,14,9,56,22,1,1,11,56,22,13,116,1,59,23,12,73,7,63,27,13,48,2
844,211,35,W,Oscar,X10,lshd,l,shd,66,37,16,8,33,17,11,49,20,2,3,12,48,20,10,129,7,52,22,10,110,14,51,22,10,44,1
845,212,36,N,Oscar,X10,lshd,l,shd,0,19,10,7,NA,30,6,20,10,5,11,0,19,10,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
846,212,36,S,Oscar,X10,lshd,l,shd,0,22,11,5,NA,41,13,33,15,5,27,7,32.5,14,8,36,1,NA,NA,NA,NA,NA,na,na,na,na,na
847,212,36,E,Oscar,X10,lshd,l,shd,0,22,11,4,NA,23,11,28.5,14,4,19,1,28.5,14,0,0,2,NA,NA,NA,NA,NA,na,na,na,na,na
848,212,36,W,Oscar,X10,lshd,l,shd,0,23,11,6,NA,27,12,30,15,5,13,6,30.5,16,9,35,6,NA,NA,NA,NA,NA,na,na,na,na,na
849,213,37,N,Oscar,X10,lshd,l,shd,33,15,7,3,6,4,10,31.5,13,2,3,6,29.5,13,9,54,1,30.5,12,9,54,1,30,12,8,30,0
850,213,37,S,Oscar,X10,lshd,l,shd,33,20,10,4,16,14,13,33,15,3,11,10,34,13,13,47,5,38.5,19,11,57,6,42,18,8,42,2
851,213,37,E,Oscar,X10,lshd,l,shd,33,28,13,9,44,29,8,39,19,4,12,3,39,18,3,3,2,41,21,3,3,6,45.5,26,1,1,3
852,213,37,W,Oscar,X10,lshd,l,shd,33,31.5,14,8,39,29,13,45,19,6,22,12,46,18,11,49,4,49,22,9,50,8,54,25,10,33,12
853,214,38,N,Oscar,X10,lshd,l,shd,66,25.5,11,7,49,15,11,27.5,13,2,17,8,27,13,6,49,5,21,8,0,0,0,32,17,5,30,7
854,214,38,S,Oscar,X10,lshd,l,shd,66,35,13,9,49,15,11,35,16,2,8,0,35,15,0,0,0,45.5,17,0,0,0,na,na,na,na,na
855,214,38,E,Oscar,X10,lshd,l,shd,66,25,11,7,40,10,10,26,13,1,3,3,27.5,14,7,27,4,NA,NA,NA,NA,NA,35.5,18,3,17,2
856,214,38,W,Oscar,X10,lshd,l,shd,66,43.5,17,11,140,43,17,44.5,19,4,23,13,47,19,9,55,6,46,15,4,8,8,53,25,7,25,6
857,215,39,N,Oscar,X10,lshd,l,shd,0,20.5,6,3,NA,20,7,21,8,3,15,0,21,8,0,0,0,41.5,23,9,41,8,na,na,na,na,na
858,215,39,S,Oscar,X10,lshd,l,shd,0,42.5,14,10,NA,45,8,58,21,6,21,9,57,21,9,62,6,40.5,25,5,9,8,65,27,6,28,4
859,215,39,E,Oscar,X10,lshd,l,shd,0,32.5,13,8,NA,42,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,22,7,10,3,na,na,na,na,na
860,215,39,W,Oscar,X10,lshd,l,shd,0,40,13,8,NA,39,11,44.5,15,6,20,8,44.5,12,6,10,4,28,13,0,0,0,51.5,22,3,6,0
861,216,40,N,Oscar,X10,lshd,l,shd,66,26,13,7,58,13,8,38,19,2,9,6,36,18,10,72,4,41.5,23,9,41,8,46,26,8,29,3
862,216,40,S,Oscar,X10,lshd,l,shd,66,29,14,10,56,20,6,38,21,2,12,5,39,23,5,15,0,40.5,25,5,9,8,40,23,2,3,0
863,216,40,E,Oscar,X10,lshd,l,shd,66,34,14,9,27,12,7,48,21,0,0,6,49,20,6,71,2,49,22,7,10,3,53,26,1,1,0
864,216,40,W,Oscar,X10,lshd,l,shd,66,33,17,13,73,26,6,30,13,3,9,0,29,13,0,0,0,28,13,0,0,0,na,na,na,na,na
865,217,41,N,Oscar,X10,lshd,l,shd,0,25,12,7,NA,70,14,28.5,14,7,49,7,30,12,0,0,2,34.5,16,0,0,6,41,21,0,0,6
866,217,41,S,Oscar,X10,lshd,l,shd,0,32.5,16,10,NA,95,20,24,10,9,52,0,NA,NA,NA,NA,NA,23,10,0,0,0,na,na,na,na,na
867,217,41,E,Oscar,X10,lshd,l,shd,0,21,10,6,NA,73,12,25,12,4,44,6,24.5,12,0,0,4,28,16,0,0,6,31.5,16,0,0,0
868,217,41,W,Oscar,X10,lshd,l,shd,0,19,10,5,NA,39,13,27,12,5,33,1,NA,NA,NA,NA,NA,10,5,0,0,0,na,na,na,na,na
869,218,42,N,Oscar,X10,lshd,l,shd,0,32,12,7,NA,34,16,43.5,18,7,25,16,45,18,12,91,4,50,19,10,50,8,56,26,10,30,13
870,218,42,S,Oscar,X10,lshd,l,shd,0,32,13,8,NA,36,18,38.5,16,8,30,17,39,16,12,91,11,40,17,5,20,12,44,26,4,7,4
871,218,42,E,Oscar,X10,lshd,l,shd,0,25,10,6,NA,46,10,27.5,10,6,37,2,25.5,10,3,4,0,24,8,0,0,0,24,10,0,0,0
872,218,42,W,Oscar,X10,lshd,l,shd,0,27,11,6,NA,35,12,29,12,6,20,13,29,13,7,59,8,28,11,5,45,4,28.5,11,5,24,0
873,219,43,N,Oscar,X10,lshd,l,shd,33,31,11,7,95,42,16,43,17,5,57,14,44,16,7,18,6,47,20,6,14,9,58,26,5,9,11
874,219,43,S,Oscar,X10,lshd,l,shd,33,38,12,8,170,133,22,44,16,6,71,18,44.5,16,5,6,11,45,17,2,4,10,44,18,1,1,0
875,219,43,E,Oscar,X10,lshd,l,shd,33,33.5,12,8,98,61,10,39,16,6,64,9,40.5,15,3,5,5,40,16,2,5,7,51.5,24,2,4,10
876,219,43,W,Oscar,X10,lshd,l,shd,33,32.5,13,8,57,19,12,35.5,16,4,26,10,36,15,0,0,7,36,15,2,3,6,34,15,2,4,3
877,220,44,N,Oscar,X10,lshd,l,shd,0,30,14,11,NA,88,8,31.5,16,9,41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
878,220,44,S,Oscar,X10,lshd,l,shd,0,18,10,7,NA,24,8,20,11,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
879,220,44,E,Oscar,X10,lshd,l,shd,0,22,12,9,NA,34,6,28,13,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
880,220,44,W,Oscar,X10,lshd,l,shd,0,19.5,10,7,NA,47,7,21,10,5,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
881,221,45,N,Oscar,X11,hsun,h,sun,66,27,11,7,88,28,12,40,17,10,16,6,40,16,9,74,2,42,21,8,65,7,40,21,5,25,0
882,221,45,S,Oscar,X11,hsun,h,sun,66,39.5,21,16,109,45,12,45,22,11,32,1,46.5,23,0,0,1,45,23,0,0,0,43,17,0,0,0
883,221,45,E,Oscar,X11,hsun,h,sun,66,29,17,14,56,18,6,33,18,12,1,0,31,20,0,0,0,32.5,19,0,0,0,28,16,1,1,3
884,221,45,W,Oscar,X11,hsun,h,sun,66,34,19,14,111,37,13,37.5,19,9,33,3,38,22,1,1,0,37,22,2,2,2,42.5,27,0,0,9
885,222,46,N,Oscar,X11,hsun,h,sun,0,46.5,16,11,NA,72,7,46,17,8,31,1,44,11,0,0,0,44,13,0,0,0,na,na,na,na,na
886,222,46,S,Oscar,X11,hsun,h,sun,0,57.5,20,14,NA,132,15,57,20,5,63,0,48,15,0,0,0,48.5,15,0,0,0,40,11,0,0,0
887,222,46,E,Oscar,X11,hsun,h,sun,0,58,20,15,NA,75,9,57,20,8,27,0,49,15,0,0,0,49,15,0,0,0,48,15,0,0,0
888,222,46,W,Oscar,X11,hsun,h,sun,0,38,11,9,NA,69,3,38,11,5,29,0,31,9,0,0,0,31.5,9,0,0,0,31,9,0,0,0
889,223,47,N,Oscar,X11,hsun,h,sun,66,33,16,12,62,30,9,48,24,13,16,15,49,24,12,90,12,53.5,29,11,95,11,58,40,8,66,8
890,223,47,S,Oscar,X11,hsun,h,sun,66,27.5,13,8,83,25,11,28.5,15,8,19,3,30,15,3,4,2,31.5,18,0,0,5,32,21,0,0,5
891,223,47,E,Oscar,X11,hsun,h,sun,66,39.5,17,13,186,72,13,53,24,15,62,16,54,24,11,94,1,56,28,10,71,6,55.5,25,40,9,1
892,223,47,W,Oscar,X11,hsun,h,sun,66,22,12,7,61,25,13,34,18,10,22,10,36.5,19,10,76,12,41,23,9,73,16,39.5,21,51,2,2
893,224,48,N,Oscar,X11,hsun,h,sun,0,19,8,5,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,19,2,2,6
894,224,48,S,Oscar,X11,hsun,h,sun,0,39,10,5,NA,8,13,43.5,13,3,4,4,45.5,13,6,14,1,46.5,16,0,0,5,na,na,na,na,na
895,224,48,E,Oscar,X11,hsun,h,sun,0,40,11,6,NA,54,13,57.5,16,6,25,7,59.5,18,10,15,9,69,21,10,84,13,53,23,6,20,4
896,224,48,W,Oscar,X11,hsun,h,sun,0,32,12,7,NA,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,23,10,34,2
897,225,49,N,Oscar,X11,hsun,h,sun,66,24.5,10,7,56,23,9,28,13,3,16,5,29,12,5,8,4,30,15,5,7,8,na,na,na,na,na
898,225,49,S,Oscar,X11,hsun,h,sun,66,35.5,13,9,165,56,14,46,20,3,35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,19,0,0,4
899,225,49,E,Oscar,X11,hsun,h,sun,66,27.5,10,6,87,31,11,40,18,2,16,3,46.5,19,11,61,7,46,23,10,39,10,66,22,9,44,8
900,225,49,W,Oscar,X11,hsun,h,sun,66,30,11,7,81,38,14,37,18,2,24,12,41,18,11,64,7,43,20,10,41,11,na,na,na,na,na
901,226,50,N,Oscar,X11,hsun,h,sun,66,43,19,13,144,42,19,60,26,4,18,9,60,26,4,16,1,57.5,29,5,6,7,67,36,3,5,7
902,226,50,S,Oscar,X11,hsun,h,sun,66,33,13,8,80,33,11,34.5,13,2,7,0,33.5,15,0,0,0,33.5,14,0,0,0,25,9,0,0,0
903,226,50,E,Oscar,X11,hsun,h,sun,66,38.5,16,10,137,48,15,55.5,24,4,27,13,58.5,25,14,29,5,54.5,26,7,12,10,68,33,3,3,12
904,226,50,W,Oscar,X11,hsun,h,sun,66,39.5,17,12,75,28,15,42,17,2,10,11,41,16,6,26,0,40,19,2,14,3,37,16,2,5,0
905,227,51,N,Oscar,X11,hsun,h,sun,0,35,13,10,NA,152,9,36,15,9,84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
906,227,51,S,Oscar,X11,hsun,h,sun,0,36,15,12,NA,142,9,40,15,12,59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
907,227,51,E,Oscar,X11,hsun,h,sun,0,38,17,14,NA,101,9,42,18,12,36,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
908,227,51,W,Oscar,X11,hsun,h,sun,0,35,16,12,NA,137,11,37,17,10,59,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
909,228,52,N,Oscar,X11,hsun,h,sun,33,43,19,15,159,91,11,43,19,8,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
910,228,52,S,Oscar,X11,hsun,h,sun,33,46.5,20,15,177,110,13,49,20,9,49,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
911,228,52,E,Oscar,X11,hsun,h,sun,33,41,16,11,194,139,12,48,18,7,64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
912,228,52,W,Oscar,X11,hsun,h,sun,33,42,17,12,163,114,14,42,17,8,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
913,229,53,N,Oscar,X11,hsun,h,sun,0,30,16,9,NA,24,10,36,19,6,12,1,36.5,18,6,10,0,37,20,1,2,0,28,14,1,2,0
914,229,53,S,Oscar,X11,hsun,h,sun,0,39,17,10,NA,48,11,47.5,22,6,28,7,51,22,14,55,4,50,26,13,37,6,50.5,26,9,16,0
915,229,53,E,Oscar,X11,hsun,h,sun,0,36,14,8,NA,52,13,49,21,7,37,12,52,22,13,71,7,52.5,28,13,58,8,58,27,11,28,4
916,229,53,W,Oscar,X11,hsun,h,sun,0,30.5,15,11,NA,41,11,35,19,9,27,6,37,18,10,78,6,40,23,5,19,11,46,25,5,14,8
917,230,54,N,Oscar,X11,hsun,h,sun,33,26,10,3,5,3,14,50,16,2,4,10,50,17,14,160,7,53,19,11,117,8,53,19,11,67,0
918,230,54,S,Oscar,X11,hsun,h,sun,33,42,13,6,25,23,13,43,15,4,19,3,45,15,7,24,0,46,15,2,11,2,45,16,2,6,0
919,230,54,E,Oscar,X11,hsun,h,sun,33,24.5,8,2,3,3,13,37,15,1,2,6,38,14,12,41,5,38,16,11,39,6,38,15,10,25,2
920,230,54,W,Oscar,X11,hsun,h,sun,33,24.5,8,3,8,7,11,29,11,2,4,2,30,11,5,17,1,32,13,2,9,7,32,13,2,4,4
921,231,55,N,Oscar,X11,hsun,h,sun,33,29.5,13,8,58,41,14,34.5,16,6,31,6,36,17,4,6,2,35.5,18,1,1,3,34,19,na,na,na
922,231,55,S,Oscar,X11,hsun,h,sun,33,38.5,17,11,125,86,17,50.5,23,8,65,15,53.5,25,12,101,9,57,28,13,86,11,54,24,8,22,0
923,231,55,E,Oscar,X11,hsun,h,sun,33,33,15,10,64,45,11,44,20,5,36,9,44.5,21,10,30,0,44,24,3,5,4,44,24,10,2,0
924,231,55,W,Oscar,X11,hsun,h,sun,33,32.5,15,9,91,61,15,36,17,6,55,0,33,15,0,0,0,32,14,0,0,0,na,na,na,na,na
925,232,56,N,Oscar,X11,hsun,h,sun,33,39.5,15,11,139,105,15,43,19,7,81,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
926,232,56,S,Oscar,X11,hsun,h,sun,33,35,14,9,124,69,16,26.5,16,5,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
927,232,56,E,Oscar,X11,hsun,h,sun,33,28,10,6,67,51,12,39,16,4,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
928,232,56,W,Oscar,X11,hsun,h,sun,33,32,15,10,151,123,17,39,18,6,56,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
929,233,57,N,Oscar,X11,hsun,h,sun,0,32,14,11,NA,120,7,31,15,4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
930,233,57,S,Oscar,X11,hsun,h,sun,0,26,13,8,NA,95,15,29,14,7,28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
931,233,57,E,Oscar,X11,hsun,h,sun,0,30,14,10,NA,80,16,35,17,5,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
932,233,57,W,Oscar,X11,hsun,h,sun,0,25.5,12,8,NA,64,7,25.5,12,6,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
933,234,58,N,Oscar,X11,hsun,h,sun,0,22,13,7,NA,33,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
934,234,58,S,Oscar,X11,hsun,h,sun,0,35.5,17,12,NA,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
935,234,58,E,Oscar,X11,hsun,h,sun,0,29,12,8,NA,57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
936,234,58,W,Oscar,X11,hsun,h,sun,0,27,14,9,NA,48,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
937,235,59,N,Oscar,X11,hsun,h,sun,0,32,12,8,NA,104,9,37.5,14,8,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
938,235,59,S,Oscar,X11,hsun,h,sun,0,47,17,11,NA,148,14,50,19,8,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
939,235,59,E,Oscar,X11,hsun,h,sun,0,46,18,13,NA,112,6,42,17,6,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
940,235,59,W,Oscar,X11,hsun,h,sun,0,39,16,12,NA,137,14,42,17,9,45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
941,236,60,N,Oscar,X11,hsun,h,sun,33,24.5,12,5,27,13,12,35,18,2,9,5,37,18,14,75,5,34.5,22,15,52,7,39,19,8,19,0
942,236,60,S,Oscar,X11,hsun,h,sun,33,30,13,6,13,7,8,35,16,1,1,0,28.5,12,5,10,0,27,13,1,1,0,28,12,0,0,0
943,236,60,E,Oscar,X11,hsun,h,sun,33,35,14,10,30,6,5,39,18,2,5,6,44,21,10,50,10,40,19,6,16,3,47,12,4,17,0
944,236,60,W,Oscar,X11,hsun,h,sun,33,37,17,12,43,15,10,45,22,3,11,4,45,22,10,45,4,47.5,26,7,26,10,49,25,3,11,0
945,237,61,N,Oscar,X11,hsun,h,sun,33,38,15,11,150,110,9,33,16,5,56,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
946,237,61,S,Oscar,X11,hsun,h,sun,33,39,17,13,183,97,12,41.5,19,9,97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
947,237,61,E,Oscar,X11,hsun,h,sun,33,46,20,16,210,136,12,49,20,9,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
948,237,61,W,Oscar,X11,hsun,h,sun,33,26.5,13,7,102,70,7,39.5,17,6,93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
949,238,62,N,Oscar,X11,hsun,h,sun,0,39.5,14,7,NA,23,8,57,21,4,17,13,57.5,21,15,87,6,60,25,13,86,12,64,25,13,59,0
950,238,62,S,Oscar,X11,hsun,h,sun,0,28,11,4,NA,20,12,36,16,2,9,4,36.5,16,11,33,2,36.5,18,5,6,5,36.5,17,2,2,0
951,238,62,E,Oscar,X11,hsun,h,sun,0,49,16,10,NA,50,13,55,18,7,32,1,54,17,6,16,0,17,17,3,8,0,54,17,2,6,0
952,238,62,W,Oscar,X11,hsun,h,sun,0,47,16,9,NA,31,12,51,19,8,22,0,50.5,19,0,0,0,50,18,0,0,0,na,na,na,na,na
953,239,63,N,Oscar,X11,hsun,h,sun,0,34,14,11,NA,123,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
954,239,63,S,Oscar,X11,hsun,h,sun,0,34,12,8,NA,63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
955,239,63,E,Oscar,X11,hsun,h,sun,0,47,18,13,NA,145,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
956,239,63,W,Oscar,X11,hsun,h,sun,0,33,15,11,NA,158,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
957,240,64,N,Oscar,X11,hsun,h,sun,33,29,13,9,130,95,17,32,14,6,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
958,240,64,S,Oscar,X11,hsun,h,sun,33,32,14,10,182,117,16,38.5,17,6,76,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
959,240,64,E,Oscar,X11,hsun,h,sun,33,38,15,11,155,101,17,47,19,7,86,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
960,240,64,W,Oscar,X11,hsun,h,sun,33,29,13,10,123,80,11,31,15,7,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
961,241,65,N,Oscar,X11,hsun,h,sun,0,28.5,13,8,NA,107,14,41.5,14,7,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
962,241,65,S,Oscar,X11,hsun,h,sun,0,25,12,6,NA,68,13,33,14,6,47,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
963,241,65,E,Oscar,X11,hsun,h,sun,0,26.5,12,8,NA,65,6,24,9,7,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
964,241,65,W,Oscar,X11,hsun,h,sun,0,17,10,7,NA,51,4,18,10,4,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
965,242,66,N,Oscar,X11,hsun,h,sun,66,28,12,8,120,56,13,40,18,3,35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
966,242,66,S,Oscar,X11,hsun,h,sun,66,29,12,9,118,43,8,31,15,3,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
