branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1h_len,e1h_tot_nod,e1h_frt_nod,e1h_tot_fruit,e1h_tot_lvs,e2f_len,e2f_tot_nod,e2f_flor_nod,e2f_buds,e2f_lvs,e2i_len,e2i_tot_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2h_len,e2h_tot_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs
312,78,78,W,Fernando,X4,hsun,h,sun,0,39,14,9,NA,105,14,42.5,14,8,66,6,43,17,4,11,1,47,20,3,6,6,33,14,7,54,2
313,79,79,N,Fernando,X4,hsun,h,sun,0,26,10,4,NA,9,14,29.5,12,3,8,11,30.5,12,4,21,3,36,15,4,21,8,35,15,3,17,8
314,79,79,S,Fernando,X4,hsun,h,sun,0,16.5,6,2,NA,4,7,22,8,2,2,5,22,9,5,16,4,24,11,5,12,5,28,10,4,8,8
315,79,79,E,Fernando,X4,hsun,h,sun,0,30,12,7,NA,45,13,34,16,7,36,0,34,16,1,1,0,32,15,0,0,0,5,2,0,0,0
316,79,79,W,Fernando,X4,hsun,h,sun,0,18,8,3,NA,6,8,18.5,10,1,1,4,18.5,10,0,0,0,17,10,0,0,0,na,na,na,na,na
317,80,80,N,Fernando,X4,hsun,h,sun,66,32.5,14,11,100,33,14,47.5,22,4,19,22,48.5,21,13,131,14,53,26,11,146,18,53.5,26,5,108,10
318,80,80,S,Fernando,X4,hsun,h,sun,66,27,13,10,40,18,8,29,12,0,0,0,26,14,1,1,0,32,9,0,0,0,24,12,0,0,0
319,80,80,E,Fernando,X4,hsun,h,sun,66,22,10,6,24,10,8,27,12,2,10,3,26,12,7,19,0,26,12,0,0,0,26,9,0,0,0
320,80,80,W,Fernando,X4,hsun,h,sun,66,32.5,15,9,117,31,13,43,21,4,25,18,44,21,8,89,10,46.5,24,9,106,10,47.5,23,9,87,11
321,81,81,N,Fernando,X4,hsun,h,sun,0,38,15,11,NA,71,12,50.5,20,10,54,6,50,20,7,26,1,51.5,24,7,21,5,58,27,5,14,7
322,81,81,S,Fernando,X4,hsun,h,sun,0,39,15,11,NA,52,6,47,20,8,37,9,47.5,20,6,21,4,54,23,5,16,9,57,27,4,11,5
323,81,81,E,Fernando,X4,hsun,h,sun,0,31.5,15,10,NA,42,6,38,17,7,20,10,38,18,10,49,4,41,22,9,42,8,41,20,8,40,2
324,81,81,W,Fernando,X4,hsun,h,sun,0,32,14,9,NA,80,15,38,17,8,50,10,39,17,7,41,4,42,21,6,32,9,44,23,6,26,1
325,82,82,N,Fernando,X4,hsun,h,sun,66,36,12,7,81,30,9,38,15,3,27,4,39,14,5,14,0,38,16,4,7,2,na,na,na,na,na
326,82,82,S,Fernando,X4,hsun,h,sun,66,49,14,8,148,62,18,52,16,3,60,12,52.5,16,8,41,0,50,16,5,18,0,50,16,2,8,0
327,82,82,E,Fernando,X4,hsun,h,sun,66,37,13,7,124,40,15,53,20,2,27,14,53.5,20,12,56,6,59.5,24,8,46,10,65,28,7,31,11
328,82,82,W,Fernando,X4,hsun,h,sun,66,26,9,4,23,9,14,37,14,1,8,14,41,16,11,96,7,48,21,9,85,10,50,21,9,55,11
329,83,83,N,Fernando,X4,hsun,h,sun,33,20.5,8,3,8,6,14,48,18,1,4,18,NA,NA,NA,NA,NA,30,11,NA,NA,5,35.5,16,5,33,5
330,83,83,S,Fernando,X4,hsun,h,sun,33,24.5,9,5,7,4,16,43,16,3,3,15,43.5,16,14,95,13,50.5,19,13,111,17,50,18,13,52,13
331,83,83,E,Fernando,X4,hsun,h,sun,33,26,10,5,11,7,13,46,17,1,1,25,47,18,15,148,19,51,21,15,216,15,50,21,14,129,6
332,83,83,W,Fernando,X4,hsun,h,sun,33,29,10,4,13,6,16,51.5,19,3,5,23,54,19,12,130,17,57,23,11,132,19,58,24,11,108,12
333,84,84,N,Fernando,X4,hsun,h,sun,0,30,13,8,NA,46,11,29,13,8,37,7,30,14,7,39,3,35,18,6,34,4,38,20,5,23,7
334,84,84,S,Fernando,X4,hsun,h,sun,0,20.5,9,2,NA,2,7,32,15,0,0,10,33.5,15,10,84,7,39,19,8,57,11,45,22,6,49,11
335,84,84,E,Fernando,X4,hsun,h,sun,0,32,13,9,NA,52,9,35,14,8,38,6,35,16,5,11,1,38.5,18,3,8,5,49,24,1,3,16
336,84,84,W,Fernando,X4,hsun,h,sun,0,38,17,12,NA,65,10,39,18,8,43,8,41,18,6,38,4,46,23,6,36,9,50.5,24,6,29,10
337,85,85,N,Fernando,X4,hsun,h,sun,33,46,18,14,185,117,10,39.5,15,10,89,0,41,15,0,0,0,39,15,0,0,0,40,16,0,0,0
338,85,85,S,Fernando,X4,hsun,h,sun,33,29,13,8,46,30,13,40.5,18,4,20,10,41,18,13,92,5,45,22,9,88,10,42.5,20,10,56,0
339,85,85,E,Fernando,X4,hsun,h,sun,33,39,16,13,125,70,10,42,21,8,58,10,44,20,1,2,2,47.5,21,0,0,5,56,31,0,0,14
340,85,85,W,Fernando,X4,hsun,h,sun,33,54,21,12,170,115,15,45,17,9,70,0,45.5,17,0,0,0,44.5,17,0,0,0,44.5,17,0,0,0
341,86,86,N,Fernando,X4,hsun,h,sun,0,30.5,14,9,NA,22,10,38,16,7,12,7,38,18,8,36,2,40,19,7,32,5,40,21,3,7,2
342,86,86,S,Fernando,X4,hsun,h,sun,0,14,7,3,NA,3,8,23,10,0,0,8,26,10,8,69,2,27,14,7,59,4,26,13,3,4,0
343,86,86,E,Fernando,X4,hsun,h,sun,0,31.5,13,8,NA,18,10,42,19,5,13,12,43,20,13,64,4,45.5,23,12,82,8,46,22,10,35,5
344,86,86,W,Fernando,X4,hsun,h,sun,0,24,11,5,NA,7,10,38.5,17,2,3,10,41,16,11,102,7,42,21,11,94,10,43,18,9,63,0
345,87,87,N,Fernando,X4,hsun,h,sun,66,31.5,13,9,50,17,7,38.5,17,2,9,8,39,17,9,84,0,39,20,8,69,4,39,20,8,25,0
346,87,87,S,Fernando,X4,hsun,h,sun,66,27,12,9,66,27,10,33,16,3,11,7,32.5,16,10,69,0,34,19,8,54,2,33,19,6,24,2
347,87,87,E,Fernando,X4,hsun,h,sun,66,27,10,7,12,7,7,39.5,20,3,6,12,41,19,11,115,2,39,22,9,81,3,41.5,22,6,26,0
348,87,87,W,Fernando,X4,hsun,h,sun,66,31,12,9,46,23,8,41.5,19,2,5,12,43,19,10,64,4,45,23,9,61,8,45,20,8,28,0
349,88,88,N,Fernando,X4,hsun,h,sun,0,23,10,5,NA,42,13,26,11,4,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
350,88,88,S,Fernando,X4,hsun,h,sun,0,41,12,8,NA,142,14,43,13,7,72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
351,88,88,E,Fernando,X4,hsun,h,sun,0,43,15,10,NA,128,14,48,15,9,89,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
352,88,88,W,Fernando,X4,hsun,h,sun,0,35,13,8,NA,105,16,41,16,9,69,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
353,89,1,N,Miguel,X5,hshd,h,shd,0,26.5,12,10,NA,12,4,25,13,1,1,0,29,9,4,23,6,35.5,15,5,22,13,42,18,3,8,15
354,89,1,S,Miguel,X5,hshd,h,shd,0,23,10,8,NA,40,2,10,3,3,12,0,18,4,0,0,0,17.5,4,0,0,0,18,4,0,0,0
355,89,1,E,Miguel,X5,hshd,h,shd,0,24,11,8,NA,26,4,27,13,6,16,5,42.5,16,2,4,0,44.5,16,1,1,0,36,11,1,1,0
356,89,1,W,Miguel,X5,hshd,h,shd,0,28,11,7,NA,32,16,29,13,6,26,14,48,17,6,17,7,51,21,5,13,10,57.5,23,4,11,15
357,90,2,N,Miguel,X5,hshd,h,shd,33,28.5,10,6,45,26,6,27.5,10,4,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na ,na
358,90,2,S,Miguel,X5,hshd,h,shd,33,20,8,4,40,32,8,24,9,3,24,9,24.5,10,2,4,8,30,12,1,23,9,38,16,1,1,10
359,90,2,E,Miguel,X5,hshd,h,shd,33,33,10,7,96,64,8,36,13,5,45,3,37,15,0,0,2,39,16,0,0,6,52,22,0,0,11
360,90,2,W,Miguel,X5,hshd,h,shd,33,32.5,11,7,134,78,10,39,13,5,67,12,40,13,4,10,10,45,17,3,6,11,54,21,3,5,12
361,91,3,N,Miguel,X5,hshd,h,shd,66,31,11,3,8,4,14,45,17,2,4,13,49,17,15,172,9,53.5,19,14,140,12,57,20,12,15,0
362,91,3,S,Miguel,X5,hshd,h,shd,66,28,11,6,7,2,11,51,17,1,2,14,52,17,14,152,13,56,20,13,128,18,58,21,12,58,10
363,91,3,E,Miguel,X5,hshd,h,shd,66,28.5,10,7,29,10,8,28,10,2,7,4,26,9,0,0,3,30.5,13,0,0,7,35,13,0,0,7
364,91,3,W,Miguel,X5,hshd,h,shd,66,27,10,1,3,3,15,46,16,0,0,15,44.5,17,14,177,13,54,21,12,169,15,54,21,10,100,9
365,92,4,N,Miguel,X5,hshd,h,shd,66,18.5,20,5,20,11,13,23.5,10,1,4,1,23,9,3,19,0,22,9,3,3,2,20,9,0,0,0
366,92,4,S,Miguel,X5,hshd,h,shd,66,19,9,8,36,15,7,23,11,3,15,6,46,18,9,31,5,28,15,4,13,10,31,15,3,10,10
367,92,4,E,Miguel,X5,hshd,h,shd,66,27,13,12,34,17,6,38,18,3,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na ,na ,na ,na ,na 
368,92,4,W,Miguel,X5,hshd,h,shd,66,24.5,7,4,32,18,12,38,12,2,17,13,40,14,6,67,10,46,17,5,50,14,50,16,5,26,11
369,93,5,N,Miguel,X5,hshd,h,shd,66,24,11,6,27,8,8,24,11,1,2,2,25,12,6,28,0,28,13,2,2,5,28,14,2,10,2
370,93,5,S,Miguel,X5,hshd,h,shd,66,36,14,10,49,12,10,52,18,4,6,11,49.5,19,12,81,5,51,24,9,58,7,47,19,4,7,0
371,93,5,E,Miguel,X5,hshd,h,shd,66,30,12,7,67,21,7,38,17,3,12,6,40,16,7,27,2,40,20,5,13,5,43,22,3,5,8
372,93,5,W,Miguel,X5,hshd,h,shd,66,32.5,13,8,72,31,17,40,15,3,18,5,40,15,6,57,2,39.5,15,6,24,0,38,19,3,9,0
373,94,6,N,Miguel,X5,hshd,h,shd,66,46,18,14,82,34,14,47,18,4,21,6,47,16,6,23,0,48,17,1,2,0,45,18,2,4,0
374,94,6,S,Miguel,X5,hshd,h,shd,66,33.5,13,8,37,27,5,43,17,3,21,10,44,16,6,35,6,46.5,20,6,24,8,49,22,5,22,9
375,94,6,E,Miguel,X5,hshd,h,shd,66,52,17,15,148,50,6,60,22,4,33,8,60,21,7,35,1,59,24,5,14,5,66,27,3,6,7
376,94,6,W,Miguel,X5,hshd,h,shd,66,29,13,9,50,23,15,40,16,3,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
377,95,7,N,Miguel,X5,hshd,h,shd,0,27,11,9,NA,147,16,32,15,10,118,14,34.5,15,2,4,7,36.5,18,0,0,10,48,24,0,0,12
378,95,7,S,Miguel,X5,hshd,h,shd,0,33.5,16,15,NA,97,7,33,16,8,47,1,32,17,0,0,0,37,22,0,0,9,48,27,0,0,4
379,95,7,E,Miguel,X5,hshd,h,shd,0,26,10,9,NA,165,6,26,9,8,70,0,23.5,9,0,0,0,24,8,0,0,0,24.5,9,0,0,0
380,95,7,W,Miguel,X5,hshd,h,shd,0,22,12,8,NA,71,11,29,14,7,53,14,25,13,0,0,7,29,18,4,11,8,34,20,0,0,10
381,96,8,N,Miguel,X5,hshd,h,shd,0,30,14,10,NA,16,9,35,17,7,15,4,36,18,3,6,4,38,21,2,3,4,41,20,2,2,7
382,96,8,S,Miguel,X5,hshd,h,shd,0,25.5,9,5,NA,24,9,37.5,13,4,18,12,37.5,14,9,84,6,42,18,8,81,9,42,19,8,61,0
383,96,8,E,Miguel,X5,hshd,h,shd,0,25,12,8,NA,56,10,27,13,5,38,6,27.5,15,0,0,8,31,18,1,1,9,37(?),21,1,1,8
384,96,8,W,Miguel,X5,hshd,h,shd,0,21.5,9,7,NA,38,8,25.5,13,7,31,8,28,13,1,2,3,29,16,0,0,8,38,20,0,0,7
385,97,9,N,Miguel,X5,hshd,h,shd,66,24,10,7,34,16,9,28.5,13,3,7,9,8,13,4,26,7,26.5,14,3,13,6,31.5,15,2,10,4
386,97,9,S,Miguel,X5,hshd,h,shd,66,23,9,5,27,16,12,29,11,2,6,9,27,11,5,58,5,37,15,5,60,14,47,19,5,31,19
387,97,9,E,Miguel,X5,hshd,h,shd,66,29,11,7,42,12,15,43,17,2,5,19,47.5,19,13,212,18,46,21,10,140,10,48,20,9,65,12
388,97,9,W,Miguel,X5,hshd,h,shd,66,28,10,7,33,6,11,42,14,2,5,13,43,14,8,78,13,48,19,6,47,13,53.5,20,6,25,10
389,98,10,N,Miguel,X5,hshd,h,shd,0,34.5,12,8,NA,71,13,51,16,7,67,22,50.5,16,8,128,16,53,18,8,122,19,57,20,8,58,12
390,98,10,S,Miguel,X5,hshd,h,shd,0,46.5,15,10,NA,36,10,48.5,17,6,24,9,50.5,16,6,51,5,53,20,4,27,10,55,20,4,12,7
391,98,10,E,Miguel,X5,hshd,h,shd,0,28.5,9,4,NA,46,12,44,15,4,34,19,46,15,10,124,15,48.5,18,10,107,16,54.5,20,9,68,18
392,98,10,W,Miguel,X5,hshd,h,shd,0,39,11,7,NA,52,11,45,13,6,38,12,44,13,6,46,8,49,15,4,29,11,54,18,3,15,11
393,99,11,N,Miguel,X5,hshd,h,shd,33,27,11,7,30,10,17,44,17,3,4,20,45.5,16,13,87,12,48,21,13,122,15,49.5,22,11,61,1
394,99,11,S,Miguel,X5,hshd,h,shd,33,31,10,6,53,31,12,40,14,4,25,12,38.5,13,7,79,7,39,12,6,85,3,34.5,12,4,21,0
395,99,11,E,Miguel,X5,hshd,h,shd,33,32,10,8,49,35,10,35,12,4,24,10,36.5,13,5,30,12,40,15,5,23,15,40.5,16,4,11,14
396,99,11,W,Miguel,X5,hshd,h,shd,33,33,13,9,41,26,16,49.5,18,2,2,18,50.5,18,11,124,14,50,20,10,105,13,53,22,10,73,5
397,100,12,N,Miguel,X5,hshd,h,shd,33,35.5,13,11,121,86,19,47,17,6,70,17,45,18,8,66,10,51,21,7,68,11,57.5,22,6,28,13
398,100,12,S,Miguel,X5,hshd,h,shd,33,28,13,11,61,37,9,34,17,5,31,12,34,17,5,17,10,37,20,5,16,13,42.5,22,3,8,18
399,100,12,E,Miguel,X5,hshd,h,shd,33,23,12,11,65,53,10,36,15,5,38,15,35.5,16,3,5,9,39.5,18,2,5,12,43.5,20,0,0,17
400,100,12,W,Miguel,X5,hshd,h,shd,33,37,12,10,121,55,16,37,12,5,39,5,42.5,15,5,22,6,36,9,1,7,1,50,20,3,12,15
401,101,13,N,Miguel,X5,hshd,h,shd,0,22,10,6,NA,69,12,34.5,14,5,39,18,34,14,9,69,10,38,18,9,116,14,41,20,7,60,12
402,101,13,S,Miguel,X5,hshd,h,shd,0,28,10,8,NA,69,11,32,13,9,41,14,31,14,5,37,9,38,15,5,29,9,41,16,4,21,5
403,101,13,E,Miguel,X5,hshd,h,shd,0,27,11,7,NA,44,10,41.5,16,5,20,14,42.5,17,9,96,7,46,19,9,123,6,48,22,7,44,13
404,101,13,W,Miguel,X5,hshd,h,shd,0,27,11,9,NA,13,12,32,12,4,6,14,35,14,5,26,15,36.5,14,4,13,16,37,16,2,2,13
405,102,14,N,Miguel,X5,hshd,h,shd,0,26,8,4,NA,12,10,35,11,2,2,10,35.5,12,8,62,11,41,15,6,50,13,42,16,6,20,8
406,102,14,S,Miguel,X5,hshd,h,shd,0,17.5,6,3,NA,20,11,20,8,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
407,102,14,E,Miguel,X5,hshd,h,shd,0,27.5,11,7,NA,13,8,26,11,4,7,7,25,10,4,4,0,28,15,4,10,8,33,17,2,2,10
408,102,14,W,Miguel,X5,hshd,h,shd,0,22,9,7,NA,18,9,23,9,4,7,5,23,11,4,13,2,24,11,3,13,4,24,11,3,6,3
409,103,15,N,Miguel,X5,hshd,h,shd,33,31.5,13,7,32,19,11,39.5,15,3,11,11,39,16,10,127,8,43,18,9,94,8,47,21,5,33,13
410,103,15,S,Miguel,X5,hshd,h,shd,33,32,13,9,21,21,12,39.5,16,4,17,10,42,16,8,81,6,44,17,9,58,8,43,18,8,26,7
411,103,15,E,Miguel,X5,hshd,h,shd,33,38.5,17,12,41,26,7,46,19,4,14,8,45,19,6,57,11,51.5,24,6,46,9,52,21,6,21,9
412,103,15,W,Miguel,X5,hshd,h,shd,33,33,11,8,27,22,14,41,17,4,9,9,45.5,16,7,34,2,39,17,5,27,1,26,11,0,0,1
413,104,16,N,Miguel,X5,hshd,h,shd,0,24.5,9,6,NA,35,8,33,12,6,20,10,34,12,4,10,9,35,16,2,2,10,43,17,1,1,8
414,104,16,S,Miguel,X5,hshd,h,shd,0,30.5,10,8,NA,74,11,32.5,10,6,24,10,33,10,0,0,7,37.5,13,0,0,9,45.5,18,0,0,13
415,104,16,E,Miguel,X5,hshd,h,shd,0,23,7,5,NA,56,6,25,7,4,27,7,24.5,9,1,1,3,27.5,12,0,0,6,30,15,0,0,7
416,104,16,W,Miguel,X5,hshd,h,shd,0,31.5,10,4,NA,40,15,36.5,11,3,31,13,39,13,4,10,14,44.5,14,3,9,14,52,18,3,4,15
417,105,17,N,Miguel,X5,hshd,h,shd,0,20,8,3,NA,27,14,28.5,13,5,19,16,30,10,8,27,12,34,15,9,22,11,38,17,6,14,13
418,105,17,S,Miguel,X5,hshd,h,shd,0,24.5,8,5,NA,43,13,24,7,2,10,1,21,6,0,0,0,20.5,5,0,0,0,21,6,0,0,0
419,105,17,E,Miguel,X5,hshd,h,shd,0,45.5,14,11,NA,155,12,51,17,10,107,10,52,16,3,6,0,49.5,16,0,0,3,61,23,0,0,10
420,105,17,W,Miguel,X5,hshd,h,shd,0,27.5,10,6,NA,33,7,33,13,5,28,12,33.5,12,6,43,9,39,15,8,44,12,43,18,7,31,15
421,106,18,N,Miguel,X5,hshd,h,shd,66,28,11,8,40,32,8,31.5,13,2,9,7,29,14,3,5,4,31,16,2,2,6,33,17,0,0,6
422,106,18,S,Miguel,X5,hshd,h,shd,66,23.5,10,6,26,17,8,32,14,1,3,6,32,13,7,45,2,33,16,5,47,4,34,18,5,18,7
423,106,18,E,Miguel,X5,hshd,h,shd,66,18,8,4,6,1,5,15,17,1,1,1,16,6,0,0,0,15,5,0,0,0,26,14,2,2,7
424,106,18,W,Miguel,X5,hshd,h,shd,66,23,10,8,7,4,12,23,11,2,2,2,23.5,10,4,22,2,26,11,2,6,4,30,18,2,4,9
425,107,19,N,Miguel,X5,hshd,h,shd,0,40,14,10,NA,67,13,40,14,8,35,7,40,14,5,17,2,41,14,0,0,1,32.5,11,0,0,4
426,107,19,S,Miguel,X5,hshd,h,shd,0,20,8,3,NA,21,12,25.5,9,3,19,3,27,19,2,4,0,25,9,0,0,0,20.5,9,0,0,0
427,107,19,E,Miguel,X5,hshd,h,shd,0,29,11,8,NA,22,6,35.5,15,7,13,7,36,16,6,24,3,40,19,4,17,7,46,22,2,7,9
428,107,19,W,Miguel,X5,hshd,h,shd,0,49,16,12,NA,69,20,53,19,4,22,7,54.5,19,10,53,2,54.5,23,6,19,1,58.5,25,3,7,4
429,108,20,N,Miguel,X5,hshd,h,shd,0,33,12,7,NA,57,15,36.5,11,7,40,12,38.5,14,5,24,7,42.5,17,5,20,13,50,20,3,4,15
430,108,20,S,Miguel,X5,hshd,h,shd,0,29,10,7,NA,53,5,29,11,7,17,4,30,10,2,3,1,29,10,1,2,5,30,13,0,0,5
431,108,20,E,Miguel,X5,hshd,h,shd,0,29,9,6,NA,34,7,35,12,6,28,12,33,12,8,55,6,39,14,6,43,6,39,14,5,22,6
432,108,20,W,Miguel,X5,hshd,h,shd,0,28,10,7,NA,30,10,31.5,12,7,20,9,32,11,6,40,11,37,12,4,32,7,32,16,5,18,6
433,109,21,N,Miguel,X5,hshd,h,shd,33,27,11,9,77,42,11,32,13,5,25,13,NA,NA,NA,NA,NA,23,8,0,0,0,na,na,na,na,na
434,109,21,S,Miguel,X5,hshd,h,shd,33,26.5,10,7,69,53,14,37.5,16,5,17,11,40,16,9,96,1,40,19,9,107,5,41,20,9,46,5
435,109,21,E,Miguel,X5,hshd,h,shd,33,20,8,6,14,12,8,21.5,9,4,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
436,109,21,W,Miguel,X5,hshd,h,shd,33,24,12,9,43,33,11,36,16,3,10,17,35.5,16,8,79,11,40,19,7,85,15,42,20,6,34,9
437,110,22,N,Miguel,X5,hshd,h,shd,33,23,9,5,10,5,12,27,10,4,8,6,25,10,3,19,1,27.5,12,4,9,7,26.5,10,3,4,4
438,110,22,S,Miguel,X5,hshd,h,shd,33,32,11,7,42,28,15,44,15,3,16,17,44.5,16,10,91,12,49,18,7,54,10,50,20,7,20,9
439,110,22,E,Miguel,X5,hshd,h,shd,33,21.5,7,4,20,16,11,39,12,2,4,13,39,13,8,130,6,39,15,7,108,8,40,15,2,2,0
440,110,22,W,Miguel,X5,hshd,h,shd,33,33,18,10,27,16,18,24,17,2,3,18,44.5,18,12,99,15,47.5,20,9,78,12,45,17,9,33,3
441,111,23,N,Miguel,X6,lshd,l,shd,0,23,7,2,NA,5,13,18,6,1,1,4,17,5,2,2,2,20,5,0,0,2,16,5,0,0,0
442,111,23,S,Miguel,X6,lshd,l,shd,0,20,6,2,NA,5,9,39,13,0,0,7,39,13,11,53,9,39,17,7,27,12,42,17,5,14,7
443,111,23,E,Miguel,X6,lshd,l,shd,0,23,8,4,NA,8,14,35.5,13,1,1,6,37,13,8,40,6,39.5,16,6,25,12,41.5,16,4,8,10
444,111,23,W,Miguel,X6,lshd,l,shd,0,21,7,5,NA,6,9,21,8,1,1,2,20.5,9,0,0,0,20.5,9,0,0,0,33.5,14,0,0,4
445,112,24,N,Miguel,X6,lshd,l,shd,0,22,5,4,NA,6,6,22.5,5,2,4,5,20,7,0,0,6,26,9,0,0,9,27,10,0,0,0
446,112,24,S,Miguel,X6,lshd,l,shd,0,38.5,10,5,NA,7,15,52.5,15,3,3,9,53,17,10,100,10,55,19,6,29,9,65,21,9,28,8
447,112,24,E,Miguel,X6,lshd,l,shd,0,35,11,7,NA,21,13,45,16,2,2,9,49,17,14,119,10,52,19,11,63,14,58,22,11,32,10
448,112,24,W,Miguel,X6,lshd,l,shd,0,28.5,11,9,NA,54,15,37,15,4,15,17,38,16,8,64,15,44,18,5,36,20,47,20,3,18,15
449,113,25,N,Miguel,X6,lshd,l,shd,0,25.5,9,5,NA,19,3,25.5,8,3,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,3,0,0,0
450,113,25,S,Miguel,X6,lshd,l,shd,0,31,8,4,NA,20,12,32.5,10,2,15,9,36,11,6,38,12,42.5,16,4,29,15,51.5,19,6,29,8
451,113,25,E,Miguel,X6,lshd,l,shd,0,32,11,7,NA,44,11,34,11,6,41,5,34,11,1,2,2,34,11,0,0,0,35,11,0,0,0
452,113,25,W,Miguel,X6,lshd,l,shd,0,28,11,7,NA,16,9,29,11,5,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
453,114,26,N,Miguel,X6,lshd,l,shd,0,29,10,7,NA,47,15,37.5,15,4,13,6,39,17,2,2,10,43,18,0,0,11,na,na,na,na,na
454,114,26,S,Miguel,X6,lshd,l,shd,0,30.5,12,9,NA,48,17,32,12,4,9,0,NA,NA,NA,NA,NA,24,9,0,0,0,na,na,na,na,na
455,114,26,E,Miguel,X6,lshd,l,shd,0,19,7,4,NA,13,12,25,11,1,1,0,24,9,0,0,0,46.5,19,0,0,14,na,na,na,na,na
456,114,26,W,Miguel,X6,lshd,l,shd,0,25.5,10,6,NA,22,13,38,15,5,14,5,39,15,0,0,9,15,5,0,0,0,na,na,na,na,na
457,115,27,N,Miguel,X6,lshd,l,shd,0,38,12,8,NA,22,12,48,15,5,10,11,48,16,7,75,14,50,19,7,56,13,53,19,7,43,3
458,115,27,S,Miguel,X6,lshd,l,shd,0,25,9,6,NA,21,12,36,14,0,0,14,38,14,11,107,15,40,16,7,85,19,43.5,20,5,20,14
459,115,27,E,Miguel,X6,lshd,l,shd,0,30,10,7,NA,19,12,30,10,0,0,7,31,10,2,16,3,30,10,2,9,0,29.5,9 (?),2,9,0
460,115,27,W,Miguel,X6,lshd,l,shd,0,38.5,11,7,NA,28,10,46,15,3,5,12,47,15,8,39,14,39,11,3,22,2,39,11,1,1,0
461,116,28,N,Miguel,X6,lshd,l,shd,33,16,7,3,13,11,8,20,9,2,4,3,22,9,4,15,0,20,9,4,16,1,19.5,9,2,3,1
462,116,28,S,Miguel,X6,lshd,l,shd,33,26,10,6,22,15,8,26,11,2,3,4,24,10,4,17,1,24,10,2,3,0,23,10,2,2,0
463,116,28,E,Miguel,X6,lshd,l,shd,33,19,8,4,17,12,5,27,10,2,6,7,25.5,11,6,47,2,28,12,5,44,4,27.5,14,5,26,4
464,116,28,W,Miguel,X6,lshd,l,shd,33,26,10,6,29,18,8,39,15,4,15,14,39,15,7,74,9,42.5,18,7,45,13,51,22,5,21,14
465,117,29,N,Miguel,X6,lshd,l,shd,0,21,8,5,NA,44,9,20,8,5,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
466,117,29,S,Miguel,X6,lshd,l,shd,0,22.5,9,7,NA,22,3,22.5,10,4,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
467,117,29,E,Miguel,X6,lshd,l,shd,0,18,6,5,NA,32,4,19,6,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
468,117,29,W,Miguel,X6,lshd,l,shd,0,26.5,11,8,NA,79,12,31,12,7,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
469,118,30,N,Miguel,X6,lshd,l,shd,0,28,9,6,NA,53,12,46,16,3,7,18,48,17,9,166,14,52,20,8,137,14,58.5,23,8,52,12
470,118,30,S,Miguel,X6,lshd,l,shd,0,30,14,9,NA,23,10,31,13,5,10,5,30,13,5,7,2,30,13,0,0,1,28,3.5,0,0,0
471,118,30,E,Miguel,X6,lshd,l,shd,0,37.5,11,7,NA,40,11,52.5,17,3,12,14,54.5,18,11,152,3,53,18,9,59,1,49,18,9,41,6
472,118,30,W,Miguel,X6,lshd,l,shd,0,19.5,11,6,NA,17,10,22,11,3,13,0,23,11,0,0,0,14,4,0,0,0,13,4,0,0,0
473,119,31,N,Miguel,X6,lshd,l,shd,66,21,9,5,16,6,5,22,8,2,3,4,23.5,10,3,17,3,26,12,3,6,9,26,13,2,3,8
474,119,31,S,Miguel,X6,lshd,l,shd,66,25.5,8,0,0,0,6,28,9,0,0,3,28,9,3,13,2,34,12,2,3,8,33,12,0,0,3
475,119,31,E,Miguel,X6,lshd,l,shd,66,25.5,10,3,3,1,12,38,14,0,0,10,39,15,9,75,7,42.5,18,8,44,9,50,22,6,10,13
476,119,31,W,Miguel,X6,lshd,l,shd,66,30.5,8,5,11,4,10,40.5,11,0,0,12,42,13,7,49,15,48,15,6,42,18,50,15,6,24,10
