branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_new_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1i_sick_lvs,e1i_sick_id,e1_calc_per_thin,e1i_frt_pot_nod,e1h_len,e1h_tot_nod,e1h_new_nod,e1h_frt_nod,e1h_pot_nod,e1h_tot_fruit,e1h_tot_lvs,e1h_sick,e1h_sick_id,e1h_db_anth,e1h_anthrac,e1i_ht,e1h_ht,e1_ortho,e2f_length,e2f_lat,e2f_tot_nod,e2f_new_nod,e2f_flor_nod,e2f_buds,checkingbuds,e2f_lvs,e2f_sick,e2f_sick_id,e2f_anthrac,e2i_tot_len,e2i_new_len,e2i_diam,e2i_tot_nod,e2i_new_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2i_sick,e2i_sick_id,e2i_lat,e2i_db_anth,e2f_bud_nod ,e2i_ffnod,e2f_bud_nod_int ,e2h_tot_len,e2h_new_len,e2h_diam,e2h_tot_nod,e2h_new_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs,e2h_sick_lvs,e2h_sick_type,e2h_anth,e2h_lat,
563,141,53,E,Miguel,X7,hsun,h,sun,66,20,8,4,4,7,3,4,1,U,57.14285714,0.75,23,12,NA,0,NA,0,0,NA,NA,0,N,182,187,4,24,0,12,0,0,0,0,0,NA,NA,N,23.5,0,6,16,0,0,0,4,0,na,0,0,0,0,0,30.00,0.00,4.00,20.00,0.00,0.00,0.00,7.00,1.00,0.00,,,
564,141,53,W,Miguel,X7,hsun,h,sun,66,30,9,6,3,34,18,6,0,NA,47.05882353,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,182,187,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00,0.00,3.50,1.00,0.00,0.00,0.00,0.00,0.00,na,,,
565,142,54,N,Miguel,X7,hsun,h,sun,0,31,9,6,3,NA,30,10,3,OU,NA,5,45,16,14,1,2,1,14,3,O,0,N,137,142,4,48,3,14,0,9,66,57,0,NA,NA,N,51,2.5,5.5,16,3,9,50,3,0,na,4,0,7.333333333,5.555555556,7,47.50,15.50,5.00,19.00,9.00,3.00,10.00,1.00,0.00,na,an 4,,
566,142,54,S,Miguel,X7,hsun,h,sun,0,25,8,6,2,NA,9,8,2,O,NA,1.5,33,15,9,2,6,3,8,1,O,0,N,137,142,4,33,0,10,2,2,5,3,5,3,OU,N,35,7,4,12,4,1,3,7,0,na,0,0,2.5,3,3,36.50,0.00,4.00,14.00,0.00,0.00,0.00,9.00,1.00,U,,,
567,142,54,E,Miguel,X7,hsun,h,sun,0,26,9,6,3,NA,10,9,2,O,NA,1.666666667,44,10,NA,0,NA,0,14,2,O,0,N,137,142,4,47,1,15,3,7,31,24,2,0,NA,N,46,9,5,18,6,4,13,3,0,na,4,0,4.428571429,3.25,4,48.00,29.00,5.00,21.00,14.00,1.00,1.00,5.00,0.00,na,5,,
568,142,54,W,Miguel,X7,hsun,h,sun,0,23,8,4,4,NA,8,5,0,NA,NA,2,27,11,9,3,2,3,2,0,NA,0,N,137,142,4,24,0,9,0,0,0,0,0,NA,NA,Y,25,0,4,8,0,0,0,0,0,na,0,1,0,0,0,24.00,0.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,na,an,,
569,143,55,N,Miguel,X7,hsun,h,sun,66,14,5,1,4,2,2,8,0,NA,0,2,29.5,9,8,1,1,1,9,5,O,0,N,119,139,2,27,0,8,0,7,33,26,0,NA,NA,N,26,0,4,8,0,7,29,0,0,na,0,1,4.714285714,4.142857143,5,25.00,13.50,4.00,8.00,3.00,3.00,4.00,0.00,0.00,na,an,,
570,143,55,S,Miguel,X7,hsun,h,sun,66,19,7,4,3,8,6,8,1,U,25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Y,119,139,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
571,143,55,E,Miguel,X7,hsun,h,sun,66,20,7,2,5,5,5,8,0,NA,0,2.5,36.5,12,NA,0,NA,0,13,3,OR,0,N,119,139,2,39,2,13,1,11,100,89,2,0,NA,N,40.5,7,4.5,15,4,11,63,6,0,na,2,0,9.090909091,5.727272727,9,53.00,25.00,6.00,20.00,12.00,7.00,28.00,9.00,1.00,O,3,,
572,143,55,W,Miguel,X7,hsun,h,sun,66,18,6,1,5,1,1,10,1,U,0,1,36,13,NA,0,NA,0,11,4,OU,0,N,119,139,2,36,0,13,1,11,93,82,8,5,OU,N,42.5,9,4,17,5,10,69,11,7,ou,0,0,8.454545455,6.9,8,41.00,7.00,5.00,16.00,4.00,10.00,30.00,4.00,4.00,U,an,,
573,144,56,N,Miguel,X7,hsun,h,sun,0,29.5,10,8,2,NA,44,7,0,NA,NA,5.5,35,16,8,8,8,27,10,1,O,0,N,173,182,8,35,0,15,0,0,0,0,5,1,U,N,35,0,4,18,0,0,0,7,0,na,0,0,0,0,0,35.50,0.00,4.00,19.00,0.00,0.00,0.00,7.00,1.00,U,,,
574,144,56,S,Miguel,X7,hsun,h,sun,0,29,10,5,5,NA,26,12,3,O,NA,5.2,43,15,11,2,4,3,9,4,O,0,N,173,182,8,45,1,15,1,9,83,74,3,1,U,N,50,6.5,5,14,6,11,73,9,0,na,2,0,9.222222222,6.636363636,9,55.00,16.50,5.00,24.00,10.00,8.00,35.00,11.00,3.00,O,1,,
575,144,56,E,Miguel,X7,hsun,h,sun,0,31,12,9,3,NA,47,7,1,U,NA,5.222222222,42,17,9,6,8,28,15,5,O,0,N,173,182,8,44,0,16,1,8,55,47,2,2,OU,N,48,5.5,6,21,4,8,45,6,0,na,0,0,6.875,5.625,7,48.00,9.00,5.50,24.00,8.00,6.00,21.00,8.00,3.00,OU,,,
576,144,56,W,Miguel,X7,hsun,h,sun,0,32,10,6,4,NA,30,11,2,U,NA,5,51,18,12,5,6,14,15,4,O,0,N,173,182,8,49.5,1,19,1,11,80,69,7,0,NA,N,52,3.5,5,20,5,9,74,7,1,u,8,0,7.272727273,8.222222222,7,50.00,3.50,5.00,21.00,4.00,7.00,43.00,0.00,0.00,na,an 5,,
577,145,57,N,Miguel,X7,hsun,h,sun,66,35,10,8,2,54,18,7,1,O,66.66666667,2.25,50,16,9,3,7,3,8,4,O,0,N,201,202,5,49.5,3,16,0,9,65,56,0,NA,NA,N,53,8,5,19,5,7,50,6,0,na,5,0,7.222222222,7.142857143,7,60.00,16.00,5.50,23.00,9.00,7.00,36.00,10.00,0.00,na,6,,
578,145,57,S,Miguel,X7,hsun,h,sun,66,44.5,13,9,4,77,30,14,1,O,61.03896104,3.333333333,47,16,9,3,7,7,2,1,O,0,N,201,202,5,49,5,9,0,6,52,46,1,0,NA,Y,49,0,5.5,5,0,3,19,0,0,na,6,1,8.666666667,6.333333333,9,48.00,0.00,6.50,15.00,0.00,4.00,12.00,0.00,0.00,na,5 6 ?,,
579,145,57,E,Miguel,X7,hsun,h,sun,66,38.5,12,8,4,27,16,3,1,O,40.74074074,2,36,11,10,1,1,2,0,NA,NA,1,Y,201,202,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
580,145,57,W,Miguel,X7,hsun,h,sun,66,40,11,8,3,64,19,16,2,O,70.3125,2.375,45,15,11,2,4,6,5,1,O,0,N,201,202,5,46,2,13,1,6,34,28,4,2,O,N,45.5,2,5,16,2,4,16,1,0,na,4,0,5.666666667,4,6,44.00,0.00,5.00,13.00,6.00,3.00,5.00,1.00,0.00,na,5 6 ?,,
581,146,58,N,Miguel,X7,hsun,h,sun,33,32,11,10,1,24,16,5,0,NA,33.33333333,1.6,32.5,12,4,3,8,5,0,NA,NA,1,Y,159,178,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.00,0.00,3.50,4.00,0.00,0.00,0.00,0.00,0.00,na,s ?,,
582,146,58,S,Miguel,X7,hsun,h,sun,33,27.5,10,7,3,12,12,9,1,O,0,1.714285714,45,17,11,4,6,6,15,2,O,0,N,159,178,3,46,0,16,1,9,69,60,8,4,OR,N,47,5,4,19,4,9,57,16,5,u,0,0,7.666666667,6.333333333,8,48.00,6.50,4.50,21.00,6.00,6.00,20.00,9.00,9.00,OU,3,,
583,146,58,E,Miguel,X7,hsun,h,sun,33,39.5,12,10,2,42,33,12,2,O,21.42857143,3.3,41,16,11,2,5,3,11,2,O,0,N,159,178,3,52,1,19,3,5,8,3,4,2,ORU,N,53.5,10,5,21,6,2,7,10,3,ou,1,0,1.6,3.5,2,57.00,15.50,5.00,26.00,10.00,1.00,2.00,15.00,2.00,O,6,,
584,146,58,W,Miguel,X7,hsun,h,sun,33,40,13,10,3,16,13,12,1,O,18.75,1.3,49,17,7,4,10,9,15,1,O,0,N,159,178,3,44,5,14,0,9,36,27,2,0,NA,N,48,0,5.5,16,0,7,48,4,0,na,6,0,4,6.857142857,4,48.50,0.00,5.50,18.00,0.00,7.00,22.00,4.00,0.00,na,7,,
585,147,59,N,Miguel,X7,hsun,h,sun,66,31,11,8,3,41,14,7,1,O,65.85365854,1.75,45,17,12,2,5,9,11,2,O,0,N,186,189,5,48,2,18,2,9,58,49,7,1,U,N,49,3.5,4,19,3,10,50,10,0,na,2,0,6.444444444,5,6,51.50,7.00,4.00,22.00,6.00,9.00,35.00,11.00,1.00,U,3,,
586,147,59,S,Miguel,X7,hsun,h,sun,66,28.5,10,6,4,7,4,7,2,U,42.85714286,0.666666667,34,14,13,1,1,1,10,0,NA,NA,NA,186,189,5,37,0,14,0,3,31,28,4,2,O,N,36,0,4,14,0,3,31,4,0,na,0,0,10.33333333,10.33333333,10,39.00,3.00,4.00,17.00,3.00,3.00,8.00,4.00,2.00,U,1,,
587,147,59,E,Miguel,X7,hsun,h,sun,66,33.5,13,3,10,7,1,5,0,NA,85.71428571,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,189,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,,,
588,147,59,W,Miguel,X7,hsun,h,sun,66,37,13,9,4,42,21,5,0,NA,50,2.333333333,49,19,12,2,7,6,16,4,O,0,N,186,189,5,52,0,19,1,11,92,81,8,4,RU,N,55,5,5,21,4,10,53,10,0,na,2,0,8.363636364,5.3,8,58.00,7.50,5.00,25.00,7.00,9.00,31.00,8.00,0.00,na,2,,
589,148,60,N,Miguel,X7,hsun,h,sun,33,13,8,4,4,16,12,4,0,NA,25,3,27,13,9,1,4,5,8,4,O,0,N,193,190,3,29,0,14,1,6,30,24,3,3,U,N,32,5.5,4,16,4,8,33,8,0,na,0,0,5,4.125,5,40.50,14.50,4.50,21.00,7.00,7.00,12.00,13.00,5.00,ORU,,,
590,148,60,S,Miguel,X7,hsun,h,sun,33,36.5,18,4,14,5,5,5,0,NA,0,1.25,48,22,NA,0,NA,0,8,4,O,0,N,193,190,3,51,0,24,1,4,17,13,3,3,U,N,51,5,4,28,5,2,16,5,0,na,1,0,4.25,8,4,28.00,0.00,4.00,11.00,0.00,0.00,0.00,0.00,0.00,O,1,,
591,148,60,E,Miguel,X7,hsun,h,sun,33,24,8,3,5,31,23,10,2,U,25.80645161,7.666666667,35,13,11,2,2,20,7,4,OR,0,N,193,190,3,37,0,13,0,8,38,30,0,NA,NA,N,39,7,4.5,16,6,8,27,6,0,na,0,0,4.75,3.375,5,46.00,15.00,5.00,20.00,11.00,6.00,18.00,19.00,4.00,O,4,,
592,148,60,W,Miguel,X7,hsun,h,sun,33,38.5,15,9,6,138,82,14,3,O,40.57971014,9.111111111,55,20,12,6,8,47,13,5,O,0,N,193,190,3,59,5,21,1,11,79,68,2,1,U,N,61,5.5,6.5,24,5,12,75,8,0,na,8,0,7.181818182,6.25,7,64.00,8.00,7.00,25.00,5.00,9.00,54.00,8.00,3.00,O,8,,
593,149,61,N,Miguel,X7,hsun,h,sun,33,22,9,4,5,3,3,6,0,NA,0,0.75,19.5,11,7,2,4,2,2,0,NA,NA,NA,133,150,2,27.5,0,9,1,3,6,3,0,NA,NA,N,27.5,0,4,13,0,0,0,1,0,na,0,0,2,0,2,32.00,0.00,5.00,18.00,0.00,0.00,0.00,6.00,4.00,OU,,,
594,149,61,S,Miguel,X7,hsun,h,sun,33,24.5,9,4,5,6,4,9,1,R,33.33333333,1,29.5,11,8,2,3,3,2,1,O,0,N,133,150,2,29,0,11,1,3,5,2,1,1,OR,N,30.5,0,4.5,11,0,0,0,0,0,na,0,0,1.666666667,0,2,na,na,na,na,na,na,na,na,na,na,,,
595,149,61,E,Miguel,X7,hsun,h,sun,33,23,9,3,6,6,6,11,0,NA,0,2,29,11,8,1,3,1,5,0,NA,NA,NA,133,150,2,32,3,12,2,7,50,43,5,2,O,N,37,9.5,4.5,15,4,7,48,12,0,na,4,0,7.142857143,6.857142857,7,40.00,10.00,5.00,17.00,7.00,7.00,36.00,6.00,0.00,na,4,,
596,149,61,W,Miguel,X7,hsun,h,sun,33,17,6,2,4,1,1,7,1,U,0,0.5,29,10,8,1,2,1,9,3,OU,0,N,133,150,2,29,0,10,1,8,36,28,7,3,U,N,34,8,4,14,5,7,27,13,1,u,1,0,4.5,3.857142857,5,35.00,10.00,4.50,14.00,5.00,6.00,17.00,6.00,0.00,na,1,,
597,150,62,N,Miguel,X7,hsun,h,sun,0,22,9,6,3,NA,10,10,3,U,NA,1.666666667,28.5,12,6,4,6,8,7,5,OU,0,N,186,207,8,29,0,12,1,5,13,8,3,3,U,N,23,5,5.5,15,4,6,14,8,0,na,0,0,2.6,2.333333333,3,41.00,14.00,4.00,20.00,8.00,5.00,9.00,11.00,3.00,O,,,
598,150,62,S,Miguel,X7,hsun,h,sun,0,30,14,10,4,NA,23,11,0,NA,NA,2.3,33,16,6,7,10,15,6,0,NA,NA,NA,186,207,8,36,0,16,2,1,1,0,0,NA,NA,N,36,2,4.5,20,3,3,3,3,0,na,1,0,1,1,1,39.50,0.00,5.00,24.00,0.00,0.00,0.00,2.00,1.00,U,,,
599,150,62,E,Miguel,X7,hsun,h,sun,0,21.5,11,6,5,NA,8,2,0,NA,NA,1.333333333,20,10,9,1,1,1,1,0,NA,NA,NA,186,207,8,21.5,0,12,NA,0,0,0,0,NA,NA,N,24,0,3.5,13,0,0,0,2,0,na,1,0,0,0,0,na,na,na,na,na,na,na,na,na,,,,
600,150,62,W,Miguel,X7,hsun,h,sun,0,33.5,14,9,5,NA,24,11,0,NA,NA,2.666666667,50,21,12,6,9,19,8,2,U,0,N,186,207,8,49.5,0,18,0,9,36,27,0,NA,NA,Y,49.5,0,5,19,0,6,23,0,0,na,4,1,4,3.833333333,4,49.00,0.00,4.00,19.00,0.00,0.00,0.00,0.00,0.00,na,an,,
601,151,63,N,Miguel,X7,hsun,h,sun,66,41.5,14,12,2,13,5,6,0,NA,61.53846154,0.416666667,51.5,21,NA,0,NA,0,9,3,O,0,N,204,204,4,52,3,21,1,7,44,37,2,2,O,N,52,2,5,23,2,4,36,6,0,na,5,0,6.285714286,9,6,52.00,5.00,5.50,22.00,5.00,3.00,22.00,1.00,0.00,na,s 5,,
602,151,63,S,Miguel,X7,hsun,h,sun,66,24,9,5,4,14,7,5,1,U,50,1.4,40.5,15,14,1,1,1,11,6,ORU,0,N,204,204,4,40,2,15,0,12,102,90,6,4,O,N,42,2.5,4,18,3,9,64,4,0,na,4,0,8.5,7.111111111,9,48.50,9.50,5.00,24.00,9.00,7.00,25.00,8.00,0.00, na,3,,
603,151,63,E,Miguel,X7,hsun,h,sun,66,35.5,10,6,4,9,7,8,1,U,22.22222222,1.166666667,37,11,10,1,1,3,5,3,O,1,Y,204,204,4,38,2,11,0,4,14,10,0,NA,NA,Y,37,13,4.5,11,6,1,2,0,0,na,4,1,3.5,2,4,37.00,12.50,5.00,11.00,6.00,1.00,3.00,0.00,0.00,na,an 6,,
604,151,63,W,Miguel,X7,hsun,h,sun,66,34,11,7,4,12,4,5,0,NA,66.66666667,0.571428571,46.5,17,13,2,4,2,9,4,OR,0,N,204,204,4,47,0,18,1,8,59,51,3,1,O,N,53,9.5,5,22,5,6,38,8,0,na,0,0,7.375,6.333333333,7,49.00,6.00,5.00,19.00,4.00,4.00,13.00,4.00,0.00,na,"s, an 2",,
605,152,64,N,Miguel,X7,hsun,h,sun,0,17,8,5,3,NA,20,6,1,O,NA,4,14.5,8,4,2,4,3,0,NA,NA,1,Y,170,172,4,15.5,1,7,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
606,152,64,S,Miguel,X7,hsun,h,sun,0,29,13,10,3,NA,9,4,2,O,NA,0.9,31,15,7,1,8,1,2,1,O,0,N,170,172,4,32,0,17,3,1,1,0,0,NA,NA,Y,31.5,0,3.5,17,0,0,0,0,0,na,0,0,1,0,1,28.00,0.00,3.00,12.00,0.00,0.00,0.00,0.00,0.00,na,an,,
607,152,64,E,Miguel,X7,hsun,h,sun,0,33,15,11,4,NA,28,9,0,NA,NA,2.545454545,48,21,11,5,10,6,16,2,O,0,N,170,172,4,50,5,19,3,7,9,2,5,0,NA,N,51,19,8,25,10,1,4,6,1,u,5,0,1.285714286,4,1,61.00,0.00,7.00,27.00,0.00,0.00,0.00,13.00,3.00,O,14,,
608,152,64,W,Miguel,X7,hsun,h,sun,0,15.5,8,4,4,NA,8,6,1,U,NA,2,16.5,9,4,3,5,5,4,1,O,0,N,170,172,4,17,0,8,NA,0,0,0,3,0,NA,N,16.5,0,4,8,0,0,0,4,1,o,0,1,0,0,0,16.00,0.00,3.00,8.00,0.00,0.00,0.00,1.00,1.00,R,an 1 ,,
609,153,65,N,Miguel,X7,hsun,h,sun,33,23,9,5,4,33,29,9,1,U,12.12121212,5.8,38,15,10,4,5,14,8,4,OR,0,N,166,178,3,39,0,15,NA,0,0,0,0,NA,NA,Y,37,0,5,15,0,0,0,0,0,na,0,1,0,0,0,14.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,na,an  ,,
610,153,65,S,Miguel,X7,hsun,h,sun,33,39,15,10,5,23,16,13,0,NA,30.43478261,1.6,39,19,9,4,10,12,6,0,NA,NA,NA,166,178,3,52.5,1,19,NA,0,0,0,0,NA,NA,Y,51,0,4.5,19,0,0,0,0,0,na,0,1,0,0,0,13.00,0.00,4.50,3.00,0.00,0.00,0.00,0.00,0.00,na,an 1 ,,
611,153,65,E,Miguel,X7,hsun,h,sun,33,17.5,7,3,4,11,6,3,1,U,45.45454545,2,22.5,9,5,1,4,2,2,1,O,0,N,166,178,3,23,0,10,1,3,4,1,0,NA,NA,N,23,0,3,13,0,0,0,4,0,na,1,0,1.333333333,0,1,24.00,0.00,3.50,14.00,0.00,0.00,0.00,0.00,0.00,na,an,,
612,153,65,W,Miguel,X7,hsun,h,sun,33,25.5,10,6,4,23,17,7,0,NA,26.08695652,2.833333333,28,11,5,4,6,13,5,0,NA,NA,NA,166,178,3,25,0,8,NA,0,0,0,0,NA,NA,Y,24,0,3.5,9,0,0,0,0,0,na,0,1,0,0,0,24.00,0.00,3.50,9.00,0.00,0.00,0.00,0.00,0.00,na,an,,
613,154,66,N,Miguel,X7,hsun,h,sun,0,29.5,13,10,3,NA,42,5,1,U,NA,4.2,42.5,19,9,8,10,22,11,3,O,0,N,204,201,4,41,0,19,1,8,58,50,3,1,U,N,43,5,4,23,4,12,61,5,0,na,1,0,7.25,5.083333333,7,44.50,6.50,5.00,22.00,5.00,7.00,33.00,0.00,0.00,na,an,,
614,154,66,S,Miguel,X7,hsun,h,sun,0,14.5,7,2,5,NA,6,3,1,U,NA,3,25,11,9,2,2,5,7,3,O,0,N,204,201,4,26,1,11,0,7,22,15,1,1,OU,N,29,3,4,12,3,6,22,7,0,na,2,0,3.142857143,3.666666667,3,33.00,9.00,5.00,14.00,5.00,5.00,11.00,10.00,3.00,0.00,1,,
615,154,66,E,Miguel,X7,hsun,h,sun,0,18.5,8,7,1,NA,4,4,1,U,NA,0.571428571,25.5,13,NA,0,NA,0,7,4,O,0,N,204,201,4,27,2,11,1,7,19,12,2,0,NA,N,31,9.5,3.5,17,5,4,8,5,0,na,0,0,2.714285714,2,3,41.50,20.00,5.00,19.00,10.00,2.00,3.00,13.00,2.00,0.00,2,,
616,154,66,W,Miguel,X7,hsun,h,sun,0,33,9,9,0,NA,19,4,1,U,NA,2.111111111,35,15,12,2,3,4,1,1,OR,0,N,204,201,4,31.5,1,12,0,1,2,1,0,NA,NA,Y,30,0,4,12,0,0,0,0,0,na,1,1,2,0,2,na,na,na,na,na,na,na,na,na,na,,,
617,155,67,N,Miguel,X8,lsun,l,sun,66,35.5,16,9,7,11,2,9,1,O,81.81818182,0.222222222,51,21,NA,0,NA,0,10,3,OR,0,N,158,156,2,56,11,22,2,17,118,101,4,0,NA,N,59,6,6,25,5,16,73,9,0,na,13,0,6.941176471,4.5625,7,64.00,14.00,7.50,30.00,9.00,8.00,24.00,11.00,0.00,na,12,,
618,155,67,S,Miguel,X8,lsun,l,sun,66,13.5,6,2,4,23,11,9,2,O,52.17391304,5.5,19,10,9,1,1,11,4,1,O,0,N,158,156,2,20,0,9,1,2,4,2,1,0,NA,N,22.5,5.5,3,13,4,2,4,7,0,na,0,0,2,2,2,22.00,0.00,4.00,13.00,0.00,0.00,0.00,0.00,0.00,na,an,,
619,155,67,E,Miguel,X8,lsun,l,sun,66,16,7,4,3,28,17,5,0,NA,39.28571429,4.25,21,10,5,2,5,12,4,2,O,0,N,158,156,2,21.5,0,10,0,6,37,31,2,0,NA,Y,21,2,4,10,1,5,22,0,0,na,0,0,6.166666667,4.4,6,18.00,0.00,4.00,9.00,0.00,2.00,4.00,0.00,0.00,na,an,,
620,155,67,W,Miguel,X8,lsun,l,sun,66,19,8,3,5,18,5,10,2,O,72.22222222,1.666666667,33,13,12,1,1,4,8,4,OU,0,N,158,156,2,33,0,13,0,11,65,54,4,1,O,N,38.5,10,4,11,6,5,32,11,1,u,0,0,5.909090909,6.4,6,39.00,9.00,5.50,17.00,5.00,9.00,31.00,3.00,3.00,R,,,
621,156,68,N,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,12,6,5,6,20,6,4,OU,0,N,209,220,5,31,0,13,0,4,10,6,1,1,U,N,34,5,4,15,3,3,6,4,0,na,0,0,2.5,2,3,34.00,7.00,4.00,16.00,4.00,2.00,4.00,2.00,2.00,O,2,,
622,156,68,S,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,5,3,4,13,4,2,R,0,N,209,220,5,22.5,0,10,3,1,2,1,2,0,NA,N,24.5,0,4,12,0,0,0,6,0,na,0,0,2,0,2,29.50,0.00,4.00,14.00,0.00,0.00,0.00,0.00,0.00,na,an 1 ,,
623,156,68,E,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,14,10,4,4,6,7,7,ORU,0,N,209,220,5,37,0,13,0,9,51,42,3,0,NA,N,39,3.5,5,16,3,5,25,6,0,na,3,0,5.666666667,5,6,43.00,8.00,5.00,19.00,6.00,4.00,12.00,7.00,5.00,OR,4,,
624,156,68,W,Miguel,X8,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,11,5,6,6,25,2,1,O,0,N,209,220,5,31,0,12,NA,0,0,0,0,NA,NA,Y,33,0,4,12,0,0,0,0,0,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
625,157,69,N,Miguel,X8,lsun,l,sun,66,32,12,10,2,42,12,4,2,OU,71.42857143,1.2,36.5,14,5,2,9,3,0,NA,NA,NA,NA,159,185.5,4,37,1,15,NA,0,0,0,0,NA,NA,N,36,14.5,4,16,8,1,1,2,0,na,2,0,0,1,0,36.50,0.00,4.00,17.00,0.00,0.00,0.00,0.00,0.00,na,4,,
626,157,69,S,Miguel,X8,lsun,l,sun,66,33,13,11,2,21,10,4,0,NA,52.38095238,0.909090909,37,16,8,3,8,3,3,3,OU,0,N,159,185.5,4,37,1,14,NA,0,0,0,0,NA,NA,Y,35,6.5,4.5,14,1,1,1,0,0,na,2,1,0,1,0,33.00,0.00,4.50,13.00,0.00,0.00,0.00,0.00,0.00,na ,an 3 ,,
627,157,69,E,Miguel,X8,lsun,l,sun,66,31,12,9,3,15,3,5,3,O,80,0.333333333,39,17,9,2,8,4,7,5,OU,0,N,159,185.5,4,40,0,18,1,6,18,12,0,NA,NA,N,39.5,3.5,4,19,3,6,14,4,0,na,0,0,3,2.333333333,3,42.00,5.50,4.00,22.00,7.00,3.00,3.00,2.00,0.00,na,,,
628,157,69,W,Miguel,X8,lsun,l,sun,66,43,16,12,4,27,6,9,1,O,77.77777778,0.5,56,22,12,2,10,4,12,12,ORU,0,N,159,185.5,4,54.5,0,22,0,4,10,6,7,7,OU,N,56,8,5.5,26,6,1,1,11,2,na,3,0,2.5,1,3,61.00,13.00,5.00,29.00,10.00,1.00,1.00,7.00,3.00,OU,5,,
629,158,70,N,Miguel,X8,lsun,l,sun,33,15.5,10,3,7,11,7,3,1,U,36.36363636,2.333333333,NA,NA,NA,NA,NA,NA,NA,NA,O,1,Y,207,228,5,6.5,0,3,NA,0,0,0,0,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,na,na,na,na,na,na,na,na,na,na,,,
630,158,70,S,Miguel,X8,lsun,l,sun,33,19,8,4,4,20,17,12,2,O,15,4.25,23,11,7,3,4,10,3,2,O,1,Y,207,228,5,20.5,2,8,0,2,3,1,1,1,O,Y,20,0,4,8,0,0,0,0,0,na,2,1,1.5,0,2,20.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,na,"s, an 2",,
631,158,70,E,Miguel,X8,lsun,l,sun,33,24,11,7,4,32,23,9,3,OU,28.125,3.285714286,29,14,7,5,7,21,4,2,NA,NA,NA,207,228,5,28,0,11,NA,0,0,0,0,NA,NA,Y,28,0,4,12,0,0,0,0,0,na,0,1,0,0,0,na,na,na,na,na,na,na,na,na,na,,,
632,158,70,W,Miguel,X8,lsun,l,sun,33,22,7,5,2,34,24,12,0,NA,29.41176471,4.8,33,13,8,4,5,21,10,3,O,0,N,207,228,5,35.5,0,13,0,9,69,60,5,4,OU,N,33.5,0,5,13,0,10,67,1,1,u,1,1,7.666666667,6.7,8,32.50,3.00,5.00,14.00,1.00,7.00,31.00,0.00,0.00,na,"s, an",,
633,159,71,N,Miguel,X8,lsun,l,sun,0,26,9,6,3,NA,49,7,0,NA,NA,8.166666667,27.5,12,6,6,6,42,2,1,U,1,Y,206,220,5,27,2,11,2,2,3,1,0,NA,NA,Y,26,0,4.5,11,0,0,0,0,0,na,2,0,1.5,0,2,30.00,0.00,4.50,17.00,0.00,0.00,0.00,4.00,2.00,O,1,,
