branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_new_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1i_sick_lvs,e1i_sick_id,e1_calc_per_thin,e1i_frt_pot_nod,e1h_len,e1h_tot_nod,e1h_new_nod,e1h_frt_nod,e1h_pot_nod,e1h_tot_fruit,e1h_tot_lvs,e1h_sick,e1h_sick_id,e1h_db_anth,e1h_anthrac,e1i_ht,e1h_ht,e1_ortho,e2f_length,e2f_lat,e2f_tot_nod,e2f_new_nod,e2f_flor_nod,e2f_buds,checkingbuds,e2f_lvs,e2f_sick,e2f_sick_id,e2f_anthrac,e2i_tot_len,e2i_new_len,e2i_diam,e2i_tot_nod,e2i_new_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2i_sick,e2i_sick_id,e2i_lat,e2i_db_anth,e2f_bud_nod ,e2i_ffnod,e2f_bud_nod_int ,e2h_tot_len,e2h_new_len,e2h_diam,e2h_tot_nod,e2h_new_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs,e2h_sick_lvs,e2h_sick_type,e2h_anth,e2h_lat,
634,159,71,S,Miguel,X8,lsun,l,sun,0,30,12,9,3,NA,32,11,2,O,NA,3.555555556,38,16,7,7,9,27,4,1,U,0,N,206,220,5,36.5,0,15,1,3,6,3,4,0,NA,N,41,5.5,4,21,4,4,9,10,0,na,1,0,2,2.25,2,47.00,12.00,5.50,24.00,8.00,3.00,9.00,10.00,4.00,O,1,,
635,159,71,E,Miguel,X8,lsun,l,sun,0,32,13,10,3,NA,46,10,4,O,NA,4.6,31,13,5,7,8,27,0,NA,NA,1,Y,206,220,5,31,0,12,NA,0,0,0,0,NA,NA,Y,30,0,4,12,0,0,0,0,0,na,0,0,0,0,0,20.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,,"s, an",,
636,159,71,W,Miguel,X8,lsun,l,sun,0,36,14,10,4,NA,73,11,1,O,NA,7.3,37,14,4,10,10,45,2,1,U,1,Y,206,220,5,35.5,1,13,NA,0,0,0,0,NA,NA,Y,35,0,5,13,0,0,0,0,0,na,2,0,0,0,0,34.00,0.00,4.00,14.00,0.00,0.00,0.00,0.00,0.00,na ,an,,
637,160,72,N,Miguel,X8,lsun,l,sun,0,49,14,10,4,NA,15,7,3,O,NA,1.5,52,17,9,3,8,4,1,1,U,1,Y,233,244,3,54,1,17,NA,0,0,0,0,NA,NA,Y,54,0,5,17,0,0,0,0,0,na,1,1,0,0,0,52.50,0.00,4.50,17.00,0.00,0.00,0.00,0.00,0.00,na ,an 1 ,,
638,160,72,S,Miguel,X8,lsun,l,sun,0,30,11,7,4,NA,12,6,1,O,NA,1.714285714,42,14,9,2,5,5,8,6,U,0,N,233,244,3,43,2,15,2,1,2,1,3,3,U,N,48,0,4,19,0,0,0,7,0,na,1,0,2,0,2,46.00,0.00,4.00,21.00,0.00,0.00,0.00,4.00,2.00,U,1,,
639,160,72,E,Miguel,X8,lsun,l,sun,0,27.5,11,7,4,NA,17,4,2,O,NA,2.428571429,31,14,8,4,6,8,2,0,NA,NA,NA,233,244,3,32.5,1,14,4,0,0,0,0,NA,NA,N,33,0,4.5,13,0,0,0,0,0,na,1,0,0,0,0,32.00,0.00,3.50,12.00,0.00,0.00,0.00,0.00,0.00,na ,an 2,,
640,160,72,W,Miguel,X8,lsun,l,sun,0,28,11,7,4,NA,39,12,1,R,NA,5.571428571,39,17,10,7,7,35,10,5,OR,0,N,233,244,3,36,0,15,0,7,56,49,3,3,O,N,44,6.5,5,21,5,9,46,11,1,u,0,0,8,5.111111111,8,45.00,7.50,5.00,22.00,6.00,6.00,38.00,6.00,1.00,U,1,,
641,161,73,N,Miguel,X8,lsun,l,sun,66,21.5,6,4,2,10,5,4,3,OU,50,1.25,25,9,5,2,4,6,3,3,OU,0,N,238,247,3,21.5,1,5,0,1,1,0,0,NA,NA,Y,23.5,2.5,3.5,8,1,2,3,0,0,na,0,0,1,1.5,1,20.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,na ,an 1 ,,
642,161,73,S,Miguel,X8,lsun,l,sun,66,32,10,7,3,49,15,6,0,NA,69.3877551,2.142857143,43,18,13,1,5,9,9,4,O,0,N,238,247,3,42.5,3,16,1,9,67,58,4,4,U,N,46,5,5,19,4,8,50,7,0,na,4,0,7.444444444,6.25,7,45.00,4.50,5.00,19.00,4.00,8.00,35.00,0.00,0.00,na ,an 2 ,,
643,161,73,E,Miguel,X8,lsun,l,sun,66,27,12,9,3,32,14,6,0,NA,56.25,1.555555556,27,12,7,2,5,7,0,NA,NA,1,Y,238,247,3,27.5,0,10,NA,0,0,0,0,NA,NA,Y,26,0,4.5,11,0,0,0,0,0,na,0,1,0,0,0,26.00,0.00,5.50,13.00,0.00,0.00,0.00,0.00,0.00,na ,an,,
644,161,73,W,Miguel,X8,lsun,l,sun,66,18,7,3,4,21,7,9,1,U,66.66666667,2.333333333,20.5,11,8,1,3,6,1,0,NA,1,Y,238,247,3,19,0,9,NA,0,0,0,0,NA,NA,Y,19,0,3.5,9,0,0,0,0,0,na,0,1,0,0,0,18.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,na ,an,,
645,162,74,N,Miguel,X8,lsun,l,sun,0,29,10,6,4,NA,22,12,2,O,NA,3.666666667,39.5,15,6,9,9,28,15,11,ORU,0,N,212,218.5,4,40.5,1,15,1,6,17,11,0,NA,NA,N,41,3,4,16,4,6,16,2,1,u,1,0,2.833333333,2.666666667,3,47.00,13.00,4.00,24.00,9.00,7.00,12.00,6.00,3.00,O,1,,
646,162,74,S,Miguel,X8,lsun,l,sun,0,26,11,6,5,NA,39,5,1,U,NA,6.5,28,13,7,6,6,34,4,2,OR,0,N,212,218.5,4,26.5,0,12,NA,0,0,0,2,1,R,N,28,0,4,14,0,0,0,3,1,u,0,0,0,0,0,29.00,0.00,4.00,15.00,0.00,0.00,0.00,6.00,3.00,OU,,,
647,162,74,E,Miguel,X8,lsun,l,sun,0,33,10,9,1,NA,82,5,0,NA,NA,9.111111111,33,11,5,6,6,60,0,NA,NA,1,Y,212,218.5,4,33,0,12,NA,0,0,0,0,NA,NA,Y,31,0,4.5,11,0,0,0,0,0,na,0,1,0,0,0,32.00,0.00,4.50,11.00,0.00,0.00,0.00,0.00,0.00,na ,an ?,,
648,162,74,W,Miguel,X8,lsun,l,sun,0,36,13,10,3,NA,121,15,3,OU,NA,12.1,40,16,6,10,10,118,2,1,O,0,N,212,218.5,4,40,0,14,NA,0,0,0,0,NA,NA,N,41,0,5,19,0,0,0,4,0,na,0,0,0,0,0,47.00,0.00,5.00,24.00,0.00,0.00,0.00,7.00,4.00,O,,,
649,163,75,N,Miguel,X8,lsun,l,sun,33,22,6,3,3,50,40,2,0,NA,20,13.33333333,20,5,3,2,2,18,0,NA,NA,NA,NA,163,177,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,na ,,,
650,163,75,S,Miguel,X8,lsun,l,sun,33,31,11,7,4,89,67,10,2,O,24.71910112,9.571428571,34,12,4,5,8,48,1,0,NA,NA,NA,163,177,1,34,0,13,NA,0,0,0,0,NA,NA,Y,32,4.5,,13,0,0,0,0,0,na,0,1,0,0,0,26.00,0.00,4.50,9.00,0.00,0.00,0.00,0.00,0.00,na ,an,,
651,163,75,E,Miguel,X8,lsun,l,sun,33,35,12,8,4,72,49,12,4,OU,31.94444444,6.125,38,13,5,5,8,37,2,1,O,0,N,163,177,1,38,0,16,5,1,1,0,1,1,U,N,41,0,,17,0,0,0,4,0,na,1,0,1,0,1,53.00,0.00,6.00,21.00,0.00,0.00,0.00,9.00,2.00,OR,2,,
