branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,n1i_tot_len,n1i_tot_nod,n1i_frtd_nod,n1i_frt,n1i_tot_lvs,n1h_tot_len,n1h_tot_nod,n1h_frtd_nod,n1h_frt,n1h_tot_lvs
1883,207,31,E,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,207,31,W,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1885,208,32,N,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1886,208,32,S,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,208,32,E,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,208,32,W,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,209,33,N,Oscar,X10,lshd,l,shd,33,32,12,5,18,9,36,15,5,12,5
1890,209,33,S,Oscar,X10,lshd,l,shd,33,29,12,8,51,5,28,10,6,21,0
1891,209,33,E,Oscar,X10,lshd,l,shd,33,35.5,13,8,50,6,45,19,8,40,9
1892,209,33,W,Oscar,X10,lshd,l,shd,33,29,12,6,13,14,35,15,5,7,6
1893,210,34,N,Oscar,X10,lshd,l,shd,66,55,17,8,71,11,63.5,22,8,41,5
1894,210,34,S,Oscar,X10,lshd,l,shd,66,54,17,11,82,13,72.5,22,10,38,6
1895,210,34,E,Oscar,X10,lshd,l,shd,66,45,13,8,34,14,45,14,8,20,0
1896,210,34,W,Oscar,X10,lshd,l,shd,66,59,18,10,70,13,75,25,9,31,11
1897,211,35,N,Oscar,X10,lshd,l,shd,66,31,10,8,98,8,32,12,7,52,4
1898,211,35,S,Oscar,X10,lshd,l,shd,66,36,13,9,86,12,38.5,15,9,53,4
1899,211,35,E,Oscar,X10,lshd,l,shd,66,34,14,10,106,12,37.5,17,10,57,4
1900,211,35,W,Oscar,X10,lshd,l,shd,66,39,18,5,43,12,40,13,5,24,3
1901,212,36,N,Oscar,X10,lshd,l,shd,0,25,8,4,9,8,31,11,4,9,10
1902,212,36,S,Oscar,X10,lshd,l,shd,0,34,12,8,94,9,34,13,9,63,9
1903,212,36,E,Oscar,X10,lshd,l,shd,0,32,11,5,50,15,47,16,5,29,13
1904,212,36,W,Oscar,X10,lshd,l,shd,0,36,12,5,22,14,51,17,3,13,15
1905,213,37,N,Oscar,X10,lshd,l,shd,33,31,13,8,59,9,32,14,8,51,1
1906,213,37,S,Oscar,X10,lshd,l,shd,33,34,13,9,89,8,38,16,9,79,8
1907,213,37,E,Oscar,X10,lshd,l,shd,33,24,13,8,59,8,24,12,7,37,3
1908,213,37,W,Oscar,X10,lshd,l,shd,33,25,11,6,16,4,24,11,5,9,0
1909,214,38,N,Oscar,X10,lshd,l,shd,66,27,12,7,21,9,31,15,5,12,0
1910,214,38,S,Oscar,X10,lshd,l,shd,66,37,14,10,90,13,54.5,22,9,45,19
1911,214,38,E,Oscar,X10,lshd,l,shd,66,39,14,10,100,14,53.5,22,10,53,17
1912,214,38,W,Oscar,X10,lshd,l,shd,66,25.5,10,4,44,16,40,17,4,32,11
1913,215,39,N,Oscar,X10,lshd,l,shd,0,33,13,6,14,7,38,18,4,7,1
1914,215,39,S,Oscar,X10,lshd,l,shd,0,17,7,4,30,10,18.5,8,4,16,8
1915,215,39,E,Oscar,X10,lshd,l,shd,0,28.5,12,4,22,6,34,16,3,9,3
1916,215,39,W,Oscar,X10,lshd,l,shd,0,33.5,11,6,19,9,41.5,18,2,2,7
1917,216,40,N,Oscar,X10,lshd,l,shd,66,16,9,3,18,6,16,11,1,3,0
1918,216,40,S,Oscar,X10,lshd,l,shd,66,30,13,8,46,13,34.5,16,7,37,4
1919,216,40,E,Oscar,X10,lshd,l,shd,66,25,12,5,34,4,35,16,5,26,6
1920,216,40,W,Oscar,X10,lshd,l,shd,66,25,11,4,34,4,24,10,5,29,0
1921,217,41,N,Oscar,X10,lshd,l,shd,0,23,10,5,29,10,41,18,5,19,10
1922,217,41,S,Oscar,X10,lshd,l,shd,0,21.5,11,5,28,15,34,16,4,16,12
1923,217,41,E,Oscar,X10,lshd,l,shd,0,23,11,3,4,12,40,18,3,4,21
1924,217,41,W,Oscar,X10,lshd,l,shd,0,26,12,7,36,16,39,18,7,28,12
1925,218,42,N,Oscar,X10,lshd,l,shd,0,35,12,8,93,10,40.5,18,9,62,4
1926,218,42,S,Oscar,X10,lshd,l,shd,0,21,13,7,54,14,43.5,19,7,36,15
1927,218,42,E,Oscar,X10,lshd,l,shd,0,35,11,6,66,11,51,17,6,37,13
1928,218,42,W,Oscar,X10,lshd,l,shd,0,35,14,10,103,11,42,18,10,72,12
1929,219,43,N,Oscar,X10,lshd,l,shd,33,25,11,7,72,10,30,13,7,55,10
1930,219,43,S,Oscar,X10,lshd,l,shd,33,38,15,10,62,12,43,18,10,52,8
1931,219,43,E,Oscar,X10,lshd,l,shd,33,30,12,8,58,9,37,16,8,51,11
1932,219,43,W,Oscar,X10,lshd,l,shd,33,37,14,9,32,13,42,16,9,22,14
1933,220,44,N,Oscar,X10,lshd,l,shd,0,22,13,6,80,8,24.5,13,6,50,5
1934,220,44,S,Oscar,X10,lshd,l,shd,0,34,14,8,94,10,34,14,8,57,0
1935,220,44,E,Oscar,X10,lshd,l,shd,0,26,13,7,50,9,30.5,15,7,27,9
1936,220,44,W,Oscar,X10,lshd,l,shd,0,34,13,7,88,12,39,16,7,58,11
1937,221,45,N,Oscar,X11,hsun,h,sun,66,27,13,8,98,9,25.5,12,6,50,0
1938,221,45,S,Oscar,X11,hsun,h,sun,66,31.5,15,10,107,8,29,14,10,42,0
1939,221,45,E,Oscar,X11,hsun,h,sun,66,34.5,15,10,145,9,32,13,8,87,0
1940,221,45,W,Oscar,X11,hsun,h,sun,66,33,15,10,111,9,30,13,10,51,0
1941,222,46,N,Oscar,X11,hsun,h,sun,0,38.5,16,10,68,13,40,20,8,40,4
1942,222,46,S,Oscar,X11,hsun,h,sun,0,44,17,13,127,10,44,18,10,29,0
1943,222,46,E,Oscar,X11,hsun,h,sun,0,35,14,8,120,10,40.5,17,8,92,12
1944,222,46,W,Oscar,X11,hsun,h,sun,0,40.5,16,12,90,11,40.5,17,5,57,3
1945,223,47,N,Oscar,X11,hsun,h,sun,66,30,15,10,119,15,33,18,10,83,7
1946,223,47,S,Oscar,X11,hsun,h,sun,66,39,17,12,197,15,45,21,11,127,10
1947,223,47,E,Oscar,X11,hsun,h,sun,66,36.5,18,13,181,15,38,18,12,112,0
1948,223,47,W,Oscar,X11,hsun,h,sun,66,36,18,12,172,14,37.5,19,11,112,7
1949,224,48,N,Oscar,X11,hsun,h,sun,0,43,15,10,98,13,52.5,20,10,91,13
1950,224,48,S,Oscar,X11,hsun,h,sun,0,38.5,14,9,140,16,45.5,18,9,87,7
1951,224,48,E,Oscar,X11,hsun,h,sun,0,36.5,13,9,128,14,38,15,9,84,3
1952,224,48,W,Oscar,X11,hsun,h,sun,0,42,15,9,127,14,46.5,18,9,80,11
1953,225,49,N,Oscar,X11,hsun,h,sun,66,40.5,15,8,41,7,42.5,18,7,28,3
1954,225,49,S,Oscar,X11,hsun,h,sun,66,26,11,6,13,10,32,15,5,10,4
1955,225,49,E,Oscar,X11,hsun,h,sun,66,30.5,12,5,14,10,52,20,3,5,17
1956,225,49,W,Oscar,X11,hsun,h,sun,66,25.5,11,5,15,12,38,19,4,7,6
1957,226,50,N,Oscar,X11,hsun,h,sun,66,37.5,19,12,19,10,41,22,10,20,0
1958,226,50,S,Oscar,X11,hsun,h,sun,66,26.5,14,6,44,13,44,20,5,48,14
1959,226,50,E,Oscar,X11,hsun,h,sun,66,28,13,9,49,7,41,21,7,42,10
1960,226,50,W,Oscar,X11,hsun,h,sun,66,25.5,12,6,21,9,27,13,6,15,3
1961,227,51,N,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,227,51,S,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,227,51,E,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,227,51,W,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,228,52,N,Oscar,X11,hsun,h,sun,33,40.5,17,9,77,11,48,21,7,43,3
1966,228,52,S,Oscar,X11,hsun,h,sun,33,36,16,9,56,14,45,22,5,12,11
1967,228,52,E,Oscar,X11,hsun,h,sun,33,29,14,6,15,11,52,23,6,55,17
1968,228,52,W,Oscar,X11,hsun,h,sun,33,34,16,7,24,13,49,23,5,17,13
1969,229,53,N,Oscar,X11,hsun,h,sun,0,19,12,5,35,9,27,15,5,28,15
1970,229,53,S,Oscar,X11,hsun,h,sun,0,35.5,19,9,77,10,41.5,19,9,61,14
1971,229,53,E,Oscar,X11,hsun,h,sun,0,23,13,10,116,7,27,16,10,61,1
1972,229,53,W,Oscar,X11,hsun,h,sun,0,35,16,10,76,14,37,17,10,58,9
1973,230,54,N,Oscar,X11,hsun,h,sun,33,38,16,11,104,15,43,19,11,73,3
1974,230,54,S,Oscar,X11,hsun,h,sun,33,43,15,10,85,17,49.5,18,10,60,14
1975,230,54,E,Oscar,X11,hsun,h,sun,33,34,20,12,117,12,35,13,8,58,4
1976,230,54,W,Oscar,X11,hsun,h,sun,33,43,15,9,127,12,49,19,9,86,10
1977,231,55,N,Oscar,X11,hsun,h,sun,33,22.5,13,9,55,8,22,13,4,25,0
1978,231,55,S,Oscar,X11,hsun,h,sun,33,35.5,17,11,182,13,35.5,16,11,62,0
1979,231,55,E,Oscar,X11,hsun,h,sun,33,32,15,11,129,14,33,16,11,72,0
1980,231,55,W,Oscar,X11,hsun,h,sun,33,24.5,13,7,40,6,24,12,3,9,0
1981,232,56,N,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,232,56,S,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,232,56,E,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,232,56,W,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,233,57,N,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,233,57,S,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,233,57,E,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,233,57,W,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,234,58,N,Oscar,X11,hsun,h,sun,0,43,16,8,55,9,47,18,8,37,2
1990,234,58,S,Oscar,X11,hsun,h,sun,0,33.5,13,6,2.9,12,43,28,4,22,9
1991,234,58,E,Oscar,X11,hsun,h,sun,0,25,10,2,5,13,43.5,18,2,2,11
1992,234,58,W,Oscar,X11,hsun,h,sun,0,44,17,8,25,12,51,18,7,1,0
1993,235,59,N,Oscar,X11,hsun,h,sun,0,23,10,4,20,13,33.5,13,3,19,14
1994,235,59,S,Oscar,X11,hsun,h,sun,0,22.5,10,4,29,12,34,15,4,25,11
1995,235,59,E,Oscar,X11,hsun,h,sun,0,28,12,6,27,13,40,18,5,22,17
1996,235,59,W,Oscar,X11,hsun,h,sun,0,26.5,11,4,12,12,41,16,4,12,17
1997,236,60,N,Oscar,X11,hsun,h,sun,33,27,12,8,95,11,27,12,8,69,2
1998,236,60,S,Oscar,X11,hsun,h,sun,33,40,17,12,113,12,34,17,11,83,0
1999,236,60,E,Oscar,X11,hsun,h,sun,33,39,20,14,119,11,40,17,12,75,0
2000,236,60,W,Oscar,X11,hsun,h,sun,33,37,17,12,93,9,37,19,12,74,4
2001,237,61,N,Oscar,X11,hsun,h,sun,33,30,12,6,43,12,37,16,6,42,3
2002,237,61,S,Oscar,X11,hsun,h,sun,33,24,10,3,17,14,41.5,17,3,10,13
2003,237,61,E,Oscar,X11,hsun,h,sun,33,28,11,5,25,12,35,17,5,19,9
2004,237,61,W,Oscar,X11,hsun,h,sun,33,28.5,11,5,41,14,40,16,6,41,9
2005,238,62,N,Oscar,X11,hsun,h,sun,0,40,18,12,138,13,39.5,18,11,82,0
2006,238,62,S,Oscar,X11,hsun,h,sun,0,34.5,15,10,114,11,34,15,9,51,0
2007,238,62,E,Oscar,X11,hsun,h,sun,0,41,17,11,151,9,40,17,11,85,2
2008,238,62,W,Oscar,X11,hsun,h,sun,0,37.5,16,10,100,12,35.5,15,9,48,0
2009,239,63,N,Oscar,X11,hsun,h,sun,0,24.5,12,6,14,9,43,19,5,14,13
2010,239,63,S,Oscar,X11,hsun,h,sun,0,35,14,5,23,10,50,22,4,12,7
2011,239,63,E,Oscar,X11,hsun,h,sun,0,25,12,5,18,9,29,13,3,13,2
2012,239,63,W,Oscar,X11,hsun,h,sun,0,24,11,5,11,12,43.5,18,3,6,12
2013,240,64,N,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,240,64,S,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,240,64,E,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,240,64,W,Oscar,X11,hsun,h,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,241,65,N,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,241,65,S,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,241,65,E,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,241,65,W,Oscar,X11,hsun,h,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,242,66,N,Oscar,X11,hsun,h,sun,66,26.5,14,7,61,12,42,20,7,49,17
2022,242,66,S,Oscar,X11,hsun,h,sun,66,25.5,13,7,76,14,26,13,7,52,1
2023,242,66,E,Oscar,X11,hsun,h,sun,66,29,14,8,72,13,40.5,20,8,43,7
2024,242,66,W,Oscar,X11,hsun,h,sun,66,42,18,13,160,12,48,20,12,60,6
2025,243,67,N,Oscar,X12,lsun,l,sun,0,29,11,8,84,9,27.5,13,6,30,0
2026,243,67,S,Oscar,X12,lsun,l,sun,0,37,15,11,139,13,35.5,16,10,83,0
2027,243,67,E,Oscar,X12,lsun,l,sun,0,36,17,12,158,14,36.5,18,11,93,3
2028,243,67,W,Oscar,X12,lsun,l,sun,0,32,15,10,124,8,34,18,10,77,6
2029,244,68,N,Oscar,X12,lsun,l,sun,0,31,12,4,27,16,37,16,4,26,14
2030,244,68,S,Oscar,X12,lsun,l,sun,0,44,17,12,105,16,46,15,11,92,8
2031,244,68,E,Oscar,X12,lsun,l,sun,0,42,17,8,80,17,46,20,9,61,2
2032,244,68,W,Oscar,X12,lsun,l,sun,0,36,14,4,24,17,39,16,4,17,4
2033,245,69,N,Oscar,X12,lsun,l,sun,66,31,15,9,125,11,32,15,9,90,1
2034,245,69,S,Oscar,X12,lsun,l,sun,66,34,14,9,146,13,38,18,10,95,7
2035,245,69,E,Oscar,X12,lsun,l,sun,66,29,14,9,129,11,32,14,9,84,4
2036,245,69,W,Oscar,X12,lsun,l,sun,66,35,16,11,121,11,36.5,18,11,97,3
2037,246,70,N,Oscar,X12,lsun,l,sun,0,26,11,6,48,12,39,14,5,45,14
2038,246,70,S,Oscar,X12,lsun,l,sun,0,21.5,10,4,21,14,32,14,3,20,17
2039,246,70,E,Oscar,X12,lsun,l,sun,0,19,10,4,17,8,34.5,16,4,10,17
2040,246,70,W,Oscar,X12,lsun,l,sun,0,32,15,9,65,12,34,17,8,61,0
2041,247,71,N,Oscar,X12,lsun,l,sun,0,30,13,9,100,8,32,16,9,60,4
2042,247,71,S,Oscar,X12,lsun,l,sun,0,35,15,10,134,9,35,16,10,74,0
2043,247,71,E,Oscar,X12,lsun,l,sun,0,26.5,12,6,66,10,29,14,6,60,6
2044,247,71,W,Oscar,X12,lsun,l,sun,0,29,12,6,67,14,30,14,6,52,6
2045,248,72,N,Oscar,X12,lsun,l,sun,33,24,10,0,0,10,24,9,0,0,0
2046,248,72,S,Oscar,X12,lsun,l,sun,33,18.5,8,1,3,14,45,17,1,3,18
2047,248,72,E,Oscar,X12,lsun,l,sun,33,15,8,2,8,8,20.5,12,2,4,7
2048,248,72,W,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,39,15,3,12,6
2049,249,73,N,Oscar,X12,lsun,l,sun,66,23.5,11,6,64,11,26,13,6,52,8
2050,249,73,S,Oscar,X12,lsun,l,sun,66,29,13,5,50,11,29,13,5,38,0
2051,249,73,E,Oscar,X12,lsun,l,sun,66,32,12,7,50,8,33,12,6,22,4
2052,249,73,W,Oscar,X12,lsun,l,sun,66,39,12,7,98,12,42,13,7,57,1
2053,250,74,N,Oscar,X12,lsun,l,sun,66,40,17,11,166,11,44,19,11,122,1
2054,250,74,S,Oscar,X12,lsun,l,sun,66,35,14,9,108,16,37,16,8,68,0
2055,250,74,E,Oscar,X12,lsun,l,sun,66,33,13,7,64,15,40.5,18,7,59,5
2056,250,74,W,Oscar,X12,lsun,l,sun,66,33.5,13,7,61,13,37,16,7,54,5
2057,251,75,N,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2058,251,75,S,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2059,251,75,E,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,251,75,W,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2061,252,76,N,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,252,76,S,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063,252,76,E,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,252,76,W,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2065,253,77,N,Oscar,X12,lsun,l,sun,0,27,14,5,25,7,26,13,5,16,0
2066,253,77,S,Oscar,X12,lsun,l,sun,0,33,16,10,65,11,33,14,7,46,1
2067,253,77,E,Oscar,X12,lsun,l,sun,0,37,17,10,77,13,37,17,10,70,0
2068,253,77,W,Oscar,X12,lsun,l,sun,0,35,15,9,78,11,41,19,10,73,4
2069,254,78,N,Oscar,X12,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2070,254,78,S,Oscar,X12,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2071,254,78,E,Oscar,X12,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072,254,78,W,Oscar,X12,lsun,l,sun,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2073,255,79,N,Oscar,X12,lsun,l,sun,0,29,13,7,65,6,37,16,6,55,5
2074,255,79,S,Oscar,X12,lsun,l,sun,0,26,10,5,32,10,36,15,5,20,10
2075,255,79,E,Oscar,X12,lsun,l,sun,0,31.5,12,7,32,8,30,12,7,28,2
2076,255,79,W,Oscar,X12,lsun,l,sun,0,33.5,14,8,55,10,34,14,8,42,3
2077,256,80,N,Oscar,X12,lsun,l,sun,66,26,14,8,84,8,27,16,8,43,7
2078,256,80,S,Oscar,X12,lsun,l,sun,66,29,13,8,66,11,30,15,7,63,0
2079,256,80,E,Oscar,X12,lsun,l,sun,66,21,10,7,43,10,21.5,11,5,37,4
2080,256,80,W,Oscar,X12,lsun,l,sun,66,29,14,8,51,9,32.5,16,8,44,0
2081,257,81,N,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2082,257,81,S,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2083,257,81,E,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2084,257,81,W,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2085,258,82,N,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2086,258,82,S,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2087,258,82,E,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2088,258,82,W,Oscar,X12,lsun,l,sun,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2089,259,83,N,Oscar,X12,lsun,l,sun,0,23,10,4,15,12,37,16,3,12,16
2090,259,83,S,Oscar,X12,lsun,l,sun,0,26,11,5,8,11,38,15,4,6,10
2091,259,83,E,Oscar,X12,lsun,l,sun,0,27,10,5,13,11,42,18,2,6,14
2092,259,83,W,Oscar,X12,lsun,l,sun,0,49,17,11,78,13,55,20,11,62,13
2093,260,84,N,Oscar,X12,lsun,l,sun,33,35.5,16,9,83,20,36.5,16,11,77,2
2094,260,84,S,Oscar,X12,lsun,l,sun,33,37,14,11,134,12,38.5,18,8,78,2
2095,260,84,E,Oscar,X12,lsun,l,sun,33,43,17,12,98,12,44,16,10,46,0
2096,260,84,W,Oscar,X12,lsun,l,sun,33,29,12,9,49,6,29,19,7,23,0
2097,261,85,N,Oscar,X12,lsun,l,sun,66,23,12,8,64,7,21,12,8,10,1
2098,261,85,S,Oscar,X12,lsun,l,sun,66,33.5,13,9,110,12,36,17,9,85,2
2099,261,85,E,Oscar,X12,lsun,l,sun,66,26.5,12,7,61,9,27.5,13,7,40,3
2100,261,85,W,Oscar,X12,lsun,l,sun,66,35,15,10,142,10,35,15,10,77,0
2101,262,86,N,Oscar,X12,lsun,l,sun,66,28,13,8,100,7,29,12,8,70,1
2102,262,86,S,Oscar,X12,lsun,l,sun,66,44,16,10,146,11,43,16,8,68,0
2103,262,86,E,Oscar,X12,lsun,l,sun,66,38,17,12,210,8,37.5,15,10,98,0
2104,262,86,W,Oscar,X12,lsun,l,sun,66,35,14,10,143,10,36,15,10,63,0
2105,263,87,N,Oscar,X12,lsun,l,sun,0,31,13,8,97,9,41,18,8,73,17
2106,263,87,S,Oscar,X12,lsun,l,sun,0,27,12,6,48,5,27,10,6,34,0
2107,263,87,E,Oscar,X12,lsun,l,sun,0,33,18,10,61,7,33.5,14,7,65,4
2108,263,87,W,Oscar,X12,lsun,l,sun,0,29,12,8,53,8,30,13,8,50,4
2109,264,88,N,Oscar,X12,lsun,l,sun,0,27,14,8,96,10,28,13,8,59,2
2110,264,88,S,Oscar,X12,lsun,l,sun,0,24,12,8,52,5,22,11,6,17,0
2111,264,88,E,Oscar,X12,lsun,l,sun,0,31.5,16,10,62,10,37,20,10,49,13
2112,264,88,W,Oscar,X12,lsun,l,sun,0,33,15,5,25,10,36.5,20,5,17,8
